the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000BAEDF99CC6FA54C0840CFF51AABC4140,143012,0101000020110F0000C42C6FCF66D161C177CB802F5F215041,142647,>1m <=5m,ATBI DATABASE,,1446899384000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235201,3929519,35.473941,-83.918368,Chilhowee Lake,Cooper Camp Branch,2123.134766,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446899384000,GRSM,UNR,,10,,,Twentymile Trail,Parson Branch Road (closed Winter),Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E61000002D4329A8E8E054C0DBBEA56EB7BA4140,143091,0101000020110F000016FDDCC76EBB61C15D004AF4561F5041,142721,>1m <=5m,ATBI DATABASE,,1446899423000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271839,3926820,35.458716,-83.514196,Fontana Lake-Tuckasegee River,Hickory Flat Branch,2166.492188,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899423000,GRSM,UNR,,10,,,Conner @ Hickory Flats Cemetery Access,Lakeview Drive East,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1057017600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,ATBI Tephritidae
0101000020E610000061AA3E8F45E154C0CD11C15EBFBA4140,143090,0101000020110F000058F7D7AEBDBB61C12B9C223B5F1F5041,142720,>1m <=5m,ATBI DATABASE,,1446899422000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271325,3926860,35.458958,-83.519867,Fontana Lake-Tuckasegee River,Noland Creek,2420.622559,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899422000,GRSM,UNR,,4,,,Stiles Cemetery Access,Lakeview Drive East,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087344000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000004BFA7928B1E154C0F6DA59EC9DBA4140,143087,0101000020110F0000FF7D041119BC61C1E5284B5B3C1F5041,142718,>1m <=5m,ATBI DATABASE,,1446899421000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,270726,3926762,35.457938,-83.526434,Noland Creek,Noland Creek,1900.289673,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899421000,GRSM,UNR,,7,,,Noland Creek Trail,Lakeview Drive East,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056326400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000059AD89EEA1E254C0838EFC1F32BB4140,143086,0101000020110F0000230E3E8EE5BC61C1442E08E3D61F5041,142717,>1m <=5m,ATBI DATABASE,,1446899421000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269405,3927298,35.46246,-83.541129,Noland Creek,,2369.100586,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899421000,GRSM,UNR,,2,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1088294400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B1BD581051E354C0BA68E986BDBB4140,143082,0101000020110F0000823F9C4B7ABD61C19A08E53F68205041,142713,>1m <=5m,ATBI DATABASE,,1446899419000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268447,3927795,35.466715,-83.551819,Fontana Lake-Tuckasegee River,Goldmine Branch,2411.345215,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899419000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1056240000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000004144B4FA23E354C0198351C02BBB4140,143084,0101000020110F0000BA2D4A0154BD61C16171A43DD01F5041,142715,>1m <=5m,ATBI DATABASE,,1446899420000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268684,3927295,35.462266,-83.549067,Fontana Lake-Tuckasegee River,,2115.835449,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899420000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149638400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000F1BD7BB741E354C07D6CD15D2DBA4140,143083,0101000020110F0000CA55D3426DBD61C16413CEFFC61E5041,142714,>1m <=5m,ATBI DATABASE,,1446899420000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268497,3926438,35.454503,-83.550882,Fontana Lake-Tuckasegee River,Goldmine Branch,1861.640625,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899420000,GRSM,UNR,,7,,,Goldmine Loop Trail,Lakeview Drive East Parking #4,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000065F35CD2FDE254C0CB82C6A2E2BA4140,143085,0101000020110F000067DC089933BD61C1A2019700841F5041,142716,>1m <=5m,ATBI DATABASE,,1446899421000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268889,3927042,35.460035,-83.546738,Fontana Lake-Tuckasegee River,,2131.724121,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899421000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027641600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000079668CE673CC54C019ED3560B7E14140,143096,0101000020110F00008CA3B2330FAA61C1A88BA2DA14485041,142725,>1m <=5m,ATBI DATABASE,,1446899425000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301604,3959928,35.763402,-83.19457,Cosby Creek,,2611.887207,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446899425000,GRSM,UNR,,4,,,Lower Mount Cammerer Trail,Cosby Entrance Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970185600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000651A0B1234CC54C01C70C8CCA6E14140,143097,0101000020110F0000DBA3B3FDD8A961C18E31378103485041,142726,>1m <=5m,ATBI DATABASE,,1446899425000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,301955,3959864,35.762896,-83.190674,Cosby Creek,Riding Fork,2694.978027,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446899425000,GRSM,UNR,,6,,,Lower Mount Cammerer Trail,Cosby Picnic Area Parking C,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,932947200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F2AD21CE29DD54C03C67275D9CC34140,143094,0101000020110F0000DEB47C6D40B861C174B633199E285041,142723,>1m <=5m,ATBI DATABASE,,1446899424000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277343,3934395,35.528202,-83.455673,Noland Creek,,4333.597168,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899424000,GRSM,UNR,,3,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E610000029E7EEE732D954C0C40858E028DE4140,143095,0101000020110F000083F23479E2B461C1965B11095C445041,142724,>1m <=5m,ATBI DATABASE,,1446899424000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283521,3957267,35.735616,-83.393728,Little Pigeon River Middle,Copeland Creek,1883.097168,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446899424000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000005C85073F84EC54C06A64CC67FDD64140,143078,0101000020110F000056756E8D4AC561C134457E43DC3C5041,142709,>1m <=5m,ATBI DATABASE,,1446899417000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256047,3951761,35.679601,-83.695568,Little River-Goshen Prong,Crawfish Branch,1594.434814,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446899417000,GRSM,UNR,,6,,,Roundtop Trail,Little River Gorge Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149292800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,prob.,ATBI
0101000020E61000007569E26E47E654C043D67F4F4CC04140,143081,0101000020110F0000D9BEED60FEBF61C1D595AE3929255041,142712,>1m <=5m,ATBI DATABASE,,1446899419000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264350,3931855,35.502322,-83.598106,Forney Creek,,4354.428711,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899419000,GRSM,UNR,,7,,,Bear Creek Trail,Lakeview Drive East Parking #4,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149638400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000969FB46D21EB54C04C1C9951B0C24140,143079,0101000020110F00001038A9341DC461C1A2FFBCC6A7275041,142710,>1m <=5m,ATBI DATABASE,,1446899417000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257529,3934111,35.520999,-83.673911,Hazel Creek,Big Flats Branch,2746.29834,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446899417000,GRSM,UNR,,4,,,Bone Valley Trail,Upper Tremont Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089072000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008158DE0468F254C04DA4138DDECD4140,143066,0101000020110F0000A122B91A4BCA61C134D75D1E54335041,142698,>1m <=5m,ATBI DATABASE,,1446899410000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247492,3944088,35.608347,-83.787595,Abrams Creek Upper,,1870.315308,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446899410000,GRSM,UNR,,6,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000092ED494E30F254C01296DE22E3CC4140,143069,0101000020110F0000AC7C82C91BCA61C1D30CEF7E4D325041,142699,>1m <=5m,ATBI DATABASE,,1446899411000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247776,3943228,35.600675,-83.784194,Abrams Creek Upper,Fanny Branch,1828.913818,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446899411000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000007A70814862F354C02D3B8E7031CE4140,143065,0101000020110F0000EB3263A71FCB61C1C69135B5AA335041,142697,>1m <=5m,ATBI DATABASE,,1446899410000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246116,3944408,35.610877,-83.80287,Abrams Creek Upper,,2065.461914,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446899410000,GRSM,UNR,,5,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Coreopsis_major_variety,Coreopsis  major variety,10072,Greater Tickseed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,220924800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
