the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A13CAA9C41F854C004CC3AEBACBB4140,181366,0101000020110F000037B6B30243CF61C1ABC44FEE56205041,180871,>1m <=5m,ATBI DATABASE,,1446921060000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238749,3928556,35.466208,-83.879,Lake Cheoah-Little Tennessee River,Twentymile Creek,1364.268677,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446921060000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000003FC5887CEBCD54C015D7ECD9D7E34140,181447,0101000020110F00003D36E92F4EAB61C1E16B92CB4E4A5041,180951,>1m <=5m,ATBI DATABASE,,1446921108000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299573,3961818,35.780018,-83.217494,Cosby Creek,Fletcher Spring Branch,1695.348633,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921108000,GRSM,UNR,,7,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087776000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000003E690E34B2CD54C03C4546BB95E34140,181448,0101000020110F000042805D891DAB61C127EC9D93094A5041,180952,>1m <=5m,ATBI DATABASE,,1446921109000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299884,3961587,35.778,-83.213998,Cosby Creek,Cosby Creek,1742.802612,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921109000,GRSM,UNR,,6,,,Tritt Cemetery Access Trail,Cosby Government Quarters / Ranger Station Access Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993427200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E610000036EB29C570CD54C0AD2C247C89E14140,181452,0101000020110F0000DDB1D3F6E5AA61C1A9027DD2E4475041,180955,>1m <=5m,ATBI DATABASE,,1446921110000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300205,3959804,35.762001,-83.210004,Cosby Creek,Cosby Creek,2040.874756,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921110000,GRSM,UNR,,5,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995155200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000002D552FE0A1CD54C0F33F4FBCB0E14140,181451,0101000020110F0000582E66AB0FAB61C1956F6AE70D485041,180954,>1m <=5m,ATBI DATABASE,,1446921110000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299937,3959943,35.763199,-83.213001,Cosby Creek,Fletcher Spring Branch,2035.18103,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921110000,GRSM,UNR,,6,,,Gabes Mountain Trail,Cosby Entrance Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000793E332304CE54C0CC4F14625AE44140,181446,0101000020110F000033C08F1F63AB61C184E32A73D74A5041,180950,>1m <=5m,ATBI DATABASE,,1446921108000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299447,3962263,35.784001,-83.218999,Cosby Creek,Cosby Creek,1650.478271,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446921108000,GRSM,UNR,,8,,,Tritt Cemetery Access Trail,Cosby Entrance Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005FE1185AC1C654C0E62127E17CD94140,181456,0101000020110F0000F1D0C47438A561C1CCC46FF4783F5041,180959,>1m <=5m,ATBI DATABASE,,1446921112000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309500,3952620,35.699117,-83.105547,Lower Cataloochee Creek,,4020.623291,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921112000,GRSM,UNR,,6,,,Long Bunk Trail,Old Cataloochee Turnpike,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E6100000B9556BBC0FCD54C0C33528AEEBDF4140,181453,0101000020110F00004929938D93AA61C1905930C033465041,180956,>1m <=5m,ATBI DATABASE,,1446921111000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300709,3958391,35.749373,-83.204081,Cosby Creek,Cosby Creek,2450.387451,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446921111000,GRSM,UNR,,3,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C973BF3B60C554C006DEB12E27D14140,181457,0101000020110F00000C1D6C8D0CA461C1EE8C5E68C2365041,180960,>1m <=5m,ATBI DATABASE,,1446921113000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311297,3945355,35.634001,-83.083995,Lower Cataloochee Creek,Lower Double Branch,2622.016602,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921113000,GRSM,UNR,,7,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000009AEB2F1979C354C03B5FEEBE63D24140,181490,0101000020110F0000C5E419D46EA261C180C9AA390D385041,180993,>1m <=5m,ATBI DATABASE,,1446921129000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314012,3946370,35.643662,-83.054262,Lower Cataloochee Creek,Hoglen Branch,3524.707764,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921129000,GRSM,UNR,,1,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000C695BFEAA4C354C0841EB2D4BCD14140,181489,0101000020110F000098EC2D0B94A261C1D4C41BCA5E375041,180992,>1m <=5m,ATBI DATABASE,,1446921129000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313758,3945810,35.638568,-83.056937,Lower Cataloochee Creek,Winding Stair Branch,3671.30835,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921129000,GRSM,UNR,,9,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E6100000C937B3A7CEC754C0C476ED8EA9CE4140,181454,0101000020110F00008AD0E42C1DA661C1D46CB43128345041,180957,>1m <=5m,ATBI DATABASE,,1446921111000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307810,3943270,35.614543,-83.121984,Upper Cataloochee Creek,Rough Fork,2843.140869,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921111000,GRSM,UNR,,5,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,614908800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,black light trap,No, ,cert,Lepidoptera Survey
0101000020E61000008D94442EACC454C037E70A3D02CB4140,181481,0101000020110F00008A1D37A273A361C1C551E73A57305041,180984,>1m <=5m,ATBI DATABASE,,1446921125000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921125000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000026127F2698C454C02A3B585A21CB4140,181487,0101000020110F00003A84329F62A361C1133D6BB977305041,180990,>1m <=5m,ATBI DATABASE,,1446921128000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312293,3940112,35.586948,-83.071783,Lower Johnathans Creek,Cove Creek,4857.144043,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921128000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000D791CF9D73C454C0466167AF23CA4140,181488,0101000020110F0000A663F59743A361C128D8B3D16E2F5041,180991,>1m <=5m,ATBI DATABASE,,1446921128000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312477,3939249,35.579207,-83.069553,Lower Johnathans Creek,,4594.510254,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921128000,GRSM,UNR,,5,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1216080000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E9E0297CA7C454C0F5A0586276CA4140,181484,0101000020110F0000108A44A56FA361C15E82CA2DC52F5041,180987,>1m <=5m,ATBI DATABASE,,1446921126000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312196,3939535,35.581731,-83.072719,Lower Johnathans Creek,,4624.331543,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921126000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1154044800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,UV light,No,day,cert,PKnob moths monitoring
0101000020E6100000C99A1C3497C454C016F2A26513CA4140,181485,0101000020110F0000380957D161A361C11A9270CF5D2F5041,180988,>1m <=5m,ATBI DATABASE,,1446921127000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312279,3939198,35.57871,-83.071725,Lower Johnathans Creek,,4456.333008,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446921127000,GRSM,UNR,,8,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Haploa_lecontei,Haploa  lecontei,18325,Leconte's Haploa Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1154044800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Arctiidae,Arctiinae,~,at light, , ,cert,ATBI Lepidoptera TWiG
