the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000818AD17013CE54C0277587F6ECDE4140,200582,0101000020110F0000FDC7CB1E70AB61C1D7F6383529455041,200431,>1m <=5m,ATBI DATABASE,,1446932379000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,299256,3957561,35.7416,-83.219933,Cosby Creek,Inadu Creek,3408.606934,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932379000,GRSM,UNR,,8,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,996624000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000552D6BF363DA54C0DBCAD05A8CD74140,200566,0101000020110F00001178548CE5B561C18DCCE0BA713D5041,200415,>1m <=5m,ATBI DATABASE,,1446932371000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281696,3951578,35.683964,-83.412346,Porters Creek,Long Branch,3085.734375,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932371000,GRSM,UNR,,6,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E61000004EBA113C3CDA54C08B36CC7287D74140,200567,0101000020110F0000786832D1C3B561C12B4D90996C3D5041,200416,>1m <=5m,ATBI DATABASE,,1446932372000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281915,3951556,35.683814,-83.409922,Porters Creek,,2940.30542,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932372000,GRSM,UNR,,10,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E61000001DDD2F9C74D954C0D5829720B0D64140,200569,0101000020110F0000E953A7461AB561C125AE3D778B3C5041,200418,>1m <=5m,ATBI DATABASE,,1446932373000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283000,3950800,35.677243,-83.397738,Porters Creek,Porters Creek,2474.725586,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932373000,GRSM,UNR,,3,,,Porters Creek Trail,Porters Creek Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,840931200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Berlese sampling, , ,cert,General
0101000020E61000007D927D8894D954C0BD21C6D8FAD74140,200568,0101000020110F0000BDC2646335B561C102DCD343E53D5041,200417,>1m <=5m,ATBI DATABASE,,1446932372000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282851,3951924,35.687336,-83.399687,Porters Creek,,2261.775146,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932372000,GRSM,UNR,,7,,,Brushy Mountain Trail,Porters Creek Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E6100000A6C999E197D654C0E3301662C2D94140,200574,0101000020110F00003CF419F8ABB261C1BA73D7A4C13F5041,200423,>1m <=5m,ATBI DATABASE,,1446932375000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287112,3953364,35.701238,-83.353016,Little Pigeon River Upper,Middle Prong Little Pigeon River,2266.365234,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932375000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E6100000BA778BC2B9D654C094EE5F4786D94140,200573,0101000020110F0000981609BEC8B261C12ED6E8C8823F5041,200422,>1m <=5m,ATBI DATABASE,,1446932375000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286920,3953165,35.699403,-83.355084,Little Pigeon River Upper,Little Laurel Branch,2377.422852,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932375000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E61000005DFA320CF0D654C0B40D4666DAD94140,200572,0101000020110F00009B5451D9F6B261C1B91DECC2DA3F5041,200421,>1m <=5m,ATBI DATABASE,,1446932374000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286627,3953457,35.701971,-83.358397,Little Pigeon River Upper,Middle Prong Little Pigeon River,2088.618408,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932374000,GRSM,UNR,,7,,,Ramsey Cascades Trail,Ramsey Prong Road,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E61000004546F8F8D3D754C04487C54A3ADA4140,200570,0101000020110F0000646DF26CB8B361C1E53E8E0D3F405041,200419,>1m <=5m,ATBI DATABASE,,1446932373000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285376,3953812,35.704897,-83.372309,Little Pigeon River Upper,Middle Prong Little Pigeon River,1828.616089,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932373000,GRSM,UNR,,7,,,Old Settlers Trail,Ramsey Prong Road,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E6100000C5E2305E94D754C0B29A32601EDA4140,200571,0101000020110F0000944FFA6782B361C1C2120BDB21405041,200420,>1m <=5m,ATBI DATABASE,,1446932374000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,285725,3953709,35.704045,-83.368427,Little Pigeon River Upper,,1862.580566,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932374000,GRSM,UNR,,4,,,Ramsey Cascades Trail,Ramsey Prong Road,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184457600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,unspecified, ,season,cert,ATBI Ants
0101000020E61000003FF7AB21EDD554C02444405862DA4140,200575,0101000020110F0000C3DD8BF31AB261C10665AEF168405041,200424,>1m <=5m,ATBI DATABASE,,1446932376000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288068,3953883,35.706119,-83.342594,Little Pigeon River Upper,Middle Prong Little Pigeon River,2813.625,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932376000,GRSM,UNR,,6,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087430400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E61000005A0B6289AFD554C016334FA9F0D94140,200576,0101000020110F000046A488A3E6B161C1B9A14F0BF23F5041,200425,>1m <=5m,ATBI DATABASE,,1446932376000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,288399,3953490,35.70265,-83.338835,Little Pigeon River Upper,Middle Prong Little Pigeon River,2608.213867,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932376000,GRSM,UNR,,5,,,Ramsey Cascades Trail,Ramsey Cascades Trailhead Parking,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1153353600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E61000007607FFC2F5D154C05C1EB6F7A0DD4140,200580,0101000020110F0000CAD9F198BCAE61C15CFA9BD6CD435041,200429,>1m <=5m,ATBI DATABASE,,1446932378000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293741,3956563,35.731468,-83.280621,East Fork Dunn Creek,,3506.320312,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932378000,GRSM,UNR,,6,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1030147200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000001E1E226BF6D154C05CDA699EB5DD4140,200578,0101000020110F0000FD5BBE27BDAE61C187EECC71E3435041,200427,>1m <=5m,ATBI DATABASE,,1446932377000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,293739,3956633,35.732098,-83.280661,East Fork Dunn Creek,,3447.037598,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446932377000,GRSM,UNR,,3,,,Albright Grove NatureTrail,Cosby Campground Road B,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087171200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E6100000B1B8BEF689EC54C0AD9753C005D34140,200506,0101000020110F000078CC90684FC561C1B9697A8AB6385041,200355,>1m <=5m,ATBI DATABASE,,1446932333000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255921,3948323,35.648606,-83.695917,Little River-Crooked Creek,Middle Prong Little River,1510.96167,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446932333000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Road,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1152662400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E610000022345CC688EC54C01D0741FBDCD14140,200505,0101000020110F0000092E0D664EC561C13B7B4B6380375041,200354,>1m <=5m,ATBI DATABASE,,1446932332000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,255900,3947318,35.639549,-83.695844,Little River-Crooked Creek,Loan Branch,1709.847534,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446932332000,GRSM,UNR,,4,,,West Prong Trail,Tremont Road,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1086825600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E610000037BB4B6886E554C06DAC510A98D54140,200507,0101000020110F0000B3621A715ABF61C12BD156A4663B5041,200356,>1m <=5m,ATBI DATABASE,,1446932333000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265904,3950285,35.668696,-83.586325,Little River-Goshen Prong,Pine Knot Branch,2326.958008,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446932333000,GRSM,UNR,,7,,,Laurel Falls Trail,Fighting Creek Gap Road,Valid,Lasius_Lasius_alienus,Lasius Lasius alienus,21872,Cornfield Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1152576000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
