the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004D6BB515A8D654C061EE3733AAE14140,104910,0101000020110F0000CC3B17BBB9B261C16510431007485041,104383,>1m <=5m,ATBI DATABASE,,1446882215000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,287187,3960218,35.763,-83.354005,Webb Creek,Warden Branch,1528.995361,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446882215000,GRSM,UNR,,4,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand,No,year,cert,Foothills Parkway Sec 8B
0101000020E6100000568E630015DC54C0FDEE41FB9DCF4140,104908,0101000020110F00008139965655B761C1949FB68E27355041,104381,>1m <=5m,ATBI DATABASE,,1446882214000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279133,3944763,35.622002,-83.438778,West Prong Little Pigeon River Upper,Walker Camp Prong,4081.692139,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446882214000,GRSM,UNR,,5,,,Appalachian Trail,Newfound Gap Road North,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217721600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E61000009E12A03E13DC54C01CE5AF7C95CF4140,104909,0101000020110F0000AC399AD853B761C10F7BB5AE1E355041,104382,>1m <=5m,ATBI DATABASE,,1446882214000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,279142,3944734,35.621743,-83.438671,West Prong Little Pigeon River Upper,Walker Camp Prong,4083.839355,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446882214000,GRSM,UNR,,4,,,Appalachian Trail,Nfg Pullout Parking @ Mp 11.388,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217721600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E6100000AA895C751FDE54C061BB62E30DD04140,104907,0101000020110F0000A59AA10F11B961C1B8CA237B9C355041,104380,>1m <=5m,ATBI DATABASE,,1446882213000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276254,3945214,35.625417,-83.470666,West Prong Little Pigeon River Upper,Road Prong,3852.868408,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446882213000,GRSM,UNR,,5,,,Chimney Tops Trail,Chimney Tops Trailhead Overflow Pullout Parkng,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000AA89612EF9E954C074A6147183D64140,104903,0101000020110F000060804C9A21C361C1311DFCBE5C3C5041,104376,>1m <=5m,ATBI DATABASE,,1446882210000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259633,3951250,35.675879,-83.65583,Little River-Goshen Prong,Little River,1626.60022,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882210000,GRSM,UNR,,5,,,Curry Mountain Trail,Little River Gorge Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217808000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E61000006D489F9334EC54C08C277F5A39D24140,104892,0101000020110F000073129BE306C561C1D05DFAEBE0375041,104365,>1m <=5m,ATBI DATABASE,,1446882204000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256374,3947618,35.642368,-83.690705,Little River-Crooked Creek,Middle Prong Little River,1333.194946,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882204000,GRSM,UNR,,3,,,Lumber Ridge Trail,Tremont Institute Parking #2,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217980800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E610000045D140823BEE54C0D40BA6B07ED14140,104891,0101000020110F0000648C4A9EBFC661C1EE6A02DA1D375041,104364,>1m <=5m,ATBI DATABASE,,1446882204000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,253488,3947065,35.636672,-83.722378,Little River-Crooked Creek,Laurel Creek,1499.375122,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882204000,GRSM,UNR,,2,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217894400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E61000001507D0823FE254C066A59993FCD74140,104905,0101000020110F0000CD4C81F791BC61C1ACE8DF12E73D5041,104378,>1m <=5m,ATBI DATABASE,,1446882212000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270593,3952238,35.687389,-83.535122,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,1451.517334,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446882212000,GRSM,UNR,,5,,,Old Sugarlands Trail,Newfound Gap Road North,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1217721600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E6100000A5CF373720E054C0FB65BB38EDD74140,104906,0101000020110F0000BDB4C38BC4BA61C10F798504D73D5041,104379,>1m <=5m,ATBI DATABASE,,1446882212000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273593,3952109,35.68692,-83.501962,Le Conte Creek,Le Conte Creek,1910.884766,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446882212000,GRSM,UNR,,6,,,Twin Creeks Trail,Twin Creeks Research Lab Access,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1218067200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,dip net, , ,cert,ATBI Aquatic Hemiptera
0101000020E6100000B145B9D1B3E754C0854C043AABC34140,104904,0101000020110F00000CCC12DA33C161C14747E99BAD285041,104377,>1m <=5m,ATBI DATABASE,,1446882211000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,262410,3934830,35.528656,-83.620346,Hazel Creek,Hazel Creek,3141.619629,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446882211000,GRSM,UNR,,4,,,Hazel Creek Trail,Lakeview Drive East Parking #4,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,965088000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C267E16E6DEF54C095A3F249C3C94140,104885,0101000020110F0000069CA070C3C761C1F1EAC2280A2F5041,104358,>1m <=5m,ATBI DATABASE,,1446882200000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251610,3940410,35.576265,-83.74105,Abrams Creek Upper,,3581.402588,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882200000,GRSM,UNR,,6,,,Anthony Creek Trail,Laurel Creek Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,771638400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, ,month,cert,General
0101000020E61000003D6C4D4657EA54C061D12BA0FBC94140,104895,0101000020110F000014962D8471C361C1E9F5C3FC442F5041,104368,>1m <=5m,ATBI DATABASE,,1446882206000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258819,3940403,35.577985,-83.661573,Little River-Crooked Creek,Starkey Creek,3658.522705,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882206000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834019200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000CDAD2A3D2BEA54C014A5F96D4CCA4140,104899,0101000020110F00002D7EE61D4CC361C17233E75D992F5041,104372,>1m <=5m,ATBI DATABASE,,1446882208000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259070,3940670,35.580451,-83.658885,Little River-Crooked Creek,Starkey Creek,3520.866455,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882208000,GRSM,UNR,,3,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842054400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000918496D809EA54C00D736ABD18CA4140,104902,0101000020110F000037F996C12FC361C14D1CBC63632F5041,104375,>1m <=5m,ATBI DATABASE,,1446882209000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259250,3940490,35.578873,-83.656847,Little River-Crooked Creek,Sams Creek,3688.371582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882209000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834019200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E61000009903000402EB54C0DCD8F6BAA8CD4140,104894,0101000020110F00001687D68602C461C1980F7EE51B335041,104367,>1m <=5m,ATBI DATABASE,,1446882205000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257961,3943615,35.606705,-83.671994,Little River-Crooked Creek,Thunderhead Prong,2230.674072,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882205000,GRSM,UNR,,4,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842140800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004A858DBF28EA54C06298259745CC4140,104901,0101000020110F0000DFEA5F004AC361C143C088F0A8315041,104374,>1m <=5m,ATBI DATABASE,,1446882209000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259130,3942380,35.595867,-83.658733,Little River-Crooked Creek,Sams Creek,2946.67334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882209000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842140800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000CE41A752F9EE54C022A1D7E659CF4140,104890,0101000020110F000036F9D4D360C761C173239B6DE0345041,104363,>1m <=5m,ATBI DATABASE,,1446882203000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252387,3945236,35.619924,-83.733963,Little River-Crooked Creek,Laurel Creek,1691.854248,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446882203000,GRSM,UNR,,7,,,Finley Cane Trail,Laurel Creek Road,Valid,Aquarius_remigis,Aquarius  remigis,3130,Common Waterstrider,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hemiptera, ,Gerromorpha, ,Gerroidea,Gerridae,Gerrinae,Gerrini,by hand, , ,cert,Inventory & Monitoring
