the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000002E7624BF67E254C0DE443B1BF0C24140,173206,0101000020110F000018149423B4BC61C168D5C656EA275041,172866,>1m <=5m,ATBI DATABASE,,1446916499000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,269900,3934000,35.522946,-83.537578,Forney Creek,Chokeberry Branch,2892.090576,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446916499000,GRSM,UNR,,5,,,Forney Creek Trail,Clingmans Dome Road Parking #3,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,772156800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000B145B9D1B3E754C0854C043AABC34140,173179,0101000020110F00000CCC12DA33C161C14747E99BAD285041,172842,>1m <=5m,ATBI DATABASE,,1446916484000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,262410,3934830,35.528656,-83.620346,Hazel Creek,Hazel Creek,3141.619629,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446916484000,GRSM,UNR,,4,,,Hazel Creek Trail,Lakeview Drive East Parking #4,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000039D7F89824EB54C0C1DD4A90C0C44140,173149,0101000020110F0000737DABE51FC461C18C35FA0CCF295041,172813,>1m <=5m,ATBI DATABASE,,1446916467000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,257560,3935900,35.53712,-83.674105,Hazel Creek,Bone Valley Creek,2705.451172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446916467000,GRSM,UNR,,3,,,Bone Valley Trail,Upper Tremont Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993945600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000017619C5545EA54C0148876CC3BC04140,173155,0101000020110F0000418A9A4762C361C13181D8FF17255041,172818,>1m <=5m,ATBI DATABASE,,1446916471000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,258690,3931950,35.501818,-83.660478,Hazel Creek,Cold Spring Branch,2605.751953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446916471000,GRSM,UNR,,6,,,Cold Spring Gap Trail,Lakeview Drive East Parking #4,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,840067200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000B59EE77069ED54C05BDF5549C3C04140,173145,0101000020110F0000CB1A2C350DC661C18F597F59A5255041,172810,>1m <=5m,ATBI DATABASE,,1446916466000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254250,3932530,35.505953,-83.709557,Hazel Creek,Little Fork,2790.630859,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446916466000,GRSM,UNR,,5,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,809222400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000C267E16E6DEF54C095A3F249C3C94140,173141,0101000020110F0000069CA070C3C761C1F1EAC2280A2F5041,172806,>1m <=5m,ATBI DATABASE,,1446916463000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251610,3940410,35.576265,-83.74105,Abrams Creek Upper,,3581.402588,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916463000,GRSM,UNR,,6,,,Anthony Creek Trail,Laurel Creek Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,755913600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand,No,month,cert,General
0101000020E61000003D6C4D4657EA54C061D12BA0FBC94140,173158,0101000020110F000014962D8471C361C1E9F5C3FC442F5041,172821,>1m <=5m,ATBI DATABASE,,1446916473000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258819,3940403,35.577985,-83.661573,Little River-Crooked Creek,Starkey Creek,3658.522705,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916473000,GRSM,UNR,,7,,,Appalachian Trail,Upper Tremont Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842054400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000CDAD2A3D2BEA54C014A5F96D4CCA4140,173162,0101000020110F00002D7EE61D4CC361C17233E75D992F5041,172825,>1m <=5m,ATBI DATABASE,,1446916475000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259070,3940670,35.580451,-83.658885,Little River-Crooked Creek,Starkey Creek,3520.866455,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916475000,GRSM,UNR,,3,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,842054400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E6100000918496D809EA54C00D736ABD18CA4140,173170,0101000020110F000037F996C12FC361C14D1CBC63632F5041,172833,>1m <=5m,ATBI DATABASE,,1446916479000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259250,3940490,35.578873,-83.656847,Little River-Crooked Creek,Sams Creek,3688.371582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916479000,GRSM,UNR,,6,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834019200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000009903000402EB54C0DCD8F6BAA8CD4140,173152,0101000020110F00001687D68602C461C1980F7EE51B335041,172815,>1m <=5m,ATBI DATABASE,,1446916469000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257961,3943615,35.606705,-83.671994,Little River-Crooked Creek,Thunderhead Prong,2230.674072,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916469000,GRSM,UNR,,4,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,834105600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000004A858DBF28EA54C06298259745CC4140,173164,0101000020110F0000DFEA5F004AC361C143C088F0A8315041,172827,>1m <=5m,ATBI DATABASE,,1446916476000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,259130,3942380,35.595867,-83.658733,Little River-Crooked Creek,Sams Creek,2946.67334,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916476000,GRSM,UNR,,7,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,803606400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E610000026E4A96570F254C0DB987AC445CD4140,173138,0101000020110F0000CC5F4C3852CA61C1ABD16285B4325041,172803,>1m <=5m,ATBI DATABASE,,1446916462000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247431,3943572,35.603685,-83.788106,Abrams Creek Upper,Abrams Creek,1812.239258,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916462000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,787449600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand,No,month,cert,General
0101000020E610000014724D30A5F654C03CE1C7C673CB4140,173136,0101000020110F00007D5844BDE4CD61C1476102CECD305041,172801,>1m <=5m,ATBI DATABASE,,1446916461000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241430,3942165,35.589464,-83.853828,Abrams Creek Upper,Victory Branch,1786.638672,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916461000,GRSM,UNR,,5,,,Rabbit Creek Trail,Abrams Falls Parking Lot,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,965606400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,by hand, , ,cert,Inventory & Monitoring
0101000020E61000003BD0F9DF20F054C04400C50FE8CA4140,173140,0101000020110F0000245304D75BC861C14EB88BE43B305041,172805,>1m <=5m,ATBI DATABASE,,1446916463000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250645,3941429,35.5852,-83.752002,Abrams Creek Upper,Anthony Creek,2807.982422,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916463000,GRSM,UNR,,5,,,Anthony Creek Trail,Laurel Creek Road,Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,994377600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,sweeping, , ,cert,ATBI
0101000020E6100000F9CEC8B062F554C0652A254D01C54140,173137,0101000020110F0000353A71D7D2CC61C1C94F4B9E122A5041,172802,>1m <=5m,ATBI DATABASE,,1446916461000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243053,3936525,35.539095,-83.834144,Abrams Creek Upper,Forge Creek,2680.699707,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446916461000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Fattigia_pele,Fattigia  pele,16540,Mountain Delicate Burrower,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,991872000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Trichoptera, ,Integripalpia, , ,Sericostomatidae, ,~,black light trap, , ,cert,ATBI
