the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000663B53A6C0F654C0F94DD8B3A4BC4140,168678,0101000020110F0000B70CDE0FFCCD61C1095CAF5359215041,168365,>1m <=5m,ATBI DATABASE,,1446913894000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240906,3929333,35.47377,-83.855504,Lake Cheoah-Little Tennessee River,Twentymile Creek,1829.446899,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913894000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,168738,0101000020110F00000DAAB40DC0A261C177D972001F315041,168425,>1m <=5m,ATBI DATABASE,,1446913928000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446913928000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007155B6FB14D054C03F35D7A34FCE4140,168732,0101000020110F00009F90AB4524AD61C10BD0D641CA335041,168419,>1m <=5m,ATBI DATABASE,,1446913925000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,296091,3943226,35.611799,-83.251277,Upper Raven Fork,Raven Fork,3852.143066,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446913925000,GRSM,UNR,,7,,,Enloe Creek Trail,Straight Fork Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,933292800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007AB14E9AC8D254C03C75E7B427C54140,168730,0101000020110F0000378831AA6FAF61C1BEFE09B43A2A5041,168417,>1m <=5m,ATBI DATABASE,,1446913923000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,292082,3935379,35.540267,-83.29349,Lower Oconaluftee River,Tow String Creek,2323.737305,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446913923000,GRSM,UNR,,8,,,Chambers Cemetery Access,Tow String Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027296000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000594E1AB4A1DF54C00334A1BB77C64140,168722,0101000020110F00009097601959BA61C1DEE14F73992B5041,168409,>1m <=5m,ATBI DATABASE,,1446913919000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273908,3936959,35.550522,-83.494241,Forney Creek,,5570.356445,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913919000,GRSM,UNR,,6,,,Forney Creek Trail,Clingmans Dome Road Parking #3,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1097020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000015BB558EABDF54C03CF4DDAD2CC74140,168721,0101000020110F0000A285827761BA61C18E1EA057562C5041,168408,>1m <=5m,ATBI DATABASE,,1446913918000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273869,3937573,35.556044,-83.494842,Noland Creek,Salola Branch,6308.860352,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913918000,GRSM,UNR,,7,,,Clingmans Dome Trail,Clingmans Dome Road Parking #3,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1126396800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000EBD56F429BDF54C05D9E213808C84140,168724,0101000020110F000092C750A053BA61C14FF8488A3B2D5041,168411,>1m <=5m,ATBI DATABASE,,1446913920000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273978,3938314,35.562744,-83.493847,Noland Creek,Clingmans Creek,6188.958984,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913920000,GRSM,UNR,,10,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1126396800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,cert,ATBI
0101000020E61000009AFFD69C43DC54C0F44CA81ADCCE4140,168729,0101000020110F00002D37D2EC7CB761C1B3CD1A005D345041,168416,>1m <=5m,ATBI DATABASE,,1446913923000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278859,3944113,35.616085,-83.441623,West Prong Little Pigeon River Upper,,4728.482422,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913923000,GRSM,UNR,,9,,,Appalachian Trail,Nfg Pullout Parking At Mp 11.43,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1126396800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000AD879FFA65DD54C0895523BE8AD04140,168727,0101000020110F00007DD5868873B861C1CF5D4BF01E365041,168414,>1m <=5m,ATBI DATABASE,,1446913922000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277290,3945611,35.629227,-83.459345,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3924.62207,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913922000,GRSM,UNR,,4,,,Alum Cave trailhead,Nfg Pullout Parking At Mp 9.95,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900979200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000055F8C166F1DE54C0DC0D0F5211D74140,168725,0101000020110F00007DF89C5DC3B961C10BDB0E16F13C5041,168412,>1m <=5m,ATBI DATABASE,,1446913920000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275247,3951322,35.680209,-83.48348,Le Conte Creek,,2603.028564,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913920000,GRSM,UNR,,8,,,Baskins Creek Trail,Cherokee Orchard Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901152000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000089BCB54415DE54C003C3B1EF49D74140,168726,0101000020110F000092481A6808B961C1AEF252482C3D5041,168413,>1m <=5m,ATBI DATABASE,,1446913921000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276468,3951483,35.681937,-83.470044,Baskins Creek,Baskins Creek,3186.712891,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913921000,GRSM,UNR,,6,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,872035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008BBE99D018E454C00A9835BB72C84140,168719,0101000020110F00003199A5F123BE61C1CC12A3BEAA2D5041,168406,>1m <=5m,ATBI DATABASE,,1446913917000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267627,3938838,35.565994,-83.564011,Little River-Goshen Prong,Jonas Creek,5422.496582,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446913917000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-1262304000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000BD5E53E0F7E854C004BF98FD1FC94140,168714,0101000020110F0000C012D71247C261C1ABAA8FA55F2E5041,168401,>1m <=5m,ATBI DATABASE,,1446913914000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260743,3939607,35.571282,-83.640125,Little River-Crooked Creek,,4517.581055,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913914000,GRSM,UNR,,4,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000166400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000010ED08DF4FE854C0AD6FD6A31AC94140,168717,0101000020110F00004C330963B8C161C10D99550F5A2E5041,168404,>1m <=5m,ATBI DATABASE,,1446913916000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261672,3939564,35.571119,-83.629871,Little River-Crooked Creek,Indian Flats Prong,4462.538574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913916000,GRSM,UNR,,2,,,Appalachian Trail,Upper Tremont Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1000080000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A2AA02E8E9E854C00C61B15D0CCB4140,168715,0101000020110F0000947679353BC261C139F282CE61305041,168402,>1m <=5m,ATBI DATABASE,,1446913914000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260865,3941272,35.586308,-83.639272,Little River-Crooked Creek,,4009.875244,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913914000,GRSM,UNR,,8,,,Greenbrier Ridge Trail,Upper Tremont Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,962841600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006A67D08451EA54C04B5C1347A8CD4140,168712,0101000020110F00006773BEA06CC361C1832B6F6C1B335041,168399,>1m <=5m,ATBI DATABASE,,1446913912000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,258937,3943587,35.606691,-83.661221,Little River-Crooked Creek,Sams Creek,2716.58252,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913912000,GRSM,UNR,,6,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002673155355F654C027316AF9ECCE4140,168685,0101000020110F000031E322E9A0CD61C184860EA06E345041,168372,>1m <=5m,ATBI DATABASE,,1446913897000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241959,3945163,35.6166,-83.848954,Abrams Creek Lower,,2249.898926,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913897000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005112ADD098F554C0823A5727B6CA4140,168688,0101000020110F0000D56341CF00CD61C165F8E5C507305041,168375,>1m <=5m,ATBI DATABASE,,1446913899000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242896,3941480,35.583677,-83.837448,Abrams Creek Upper,Mill Creek,1781.698608,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913899000,GRSM,UNR,,8,,,Wet Bottom Trail,Forge Creek Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
