the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000663B53A6C0F654C0F94DD8B3A4BC4140,168678,0101000020110F0000B70CDE0FFCCD61C1095CAF5359215041,168365,>1m <=5m,ATBI DATABASE,,1446913894000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240906,3929333,35.47377,-83.855504,Lake Cheoah-Little Tennessee River,Twentymile Creek,1829.446899,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446913894000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1027036800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000365E15039FF754C09CA98C5620C44140,168670,0101000020110F0000E42015EAB8CE61C1834905D427295041,168357,>1m <=5m,ATBI DATABASE,,1446913889000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239863,3935855,35.53223,-83.869076,Abrams Creek Lower,,4332.996582,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913889000,GRSM,UNR,,6,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000093877BE83FF654C0010CF9D71AC44140,168684,0101000020110F000077E5C2B88ECD61C12BF0101822295041,168371,>1m <=5m,ATBI DATABASE,,1446913897000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241806,3935780,35.532062,-83.847646,Abrams Creek Upper,Bower Creek,3791.762695,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913897000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000019C0849F52F554C03FAF5BB8F7C44140,168689,0101000020110F000023580B32C5CC61C1C567429E082A5041,168376,>1m <=5m,ATBI DATABASE,,1446913899000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243141,3936490,35.538803,-83.833164,Abrams Creek Upper,Forge Creek,2848.888184,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913899000,GRSM,UNR,,7,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000047653CAA17F554C05C32E749F4C44140,168691,0101000020110F00006E8B501F93CC61C106756509052A5041,168378,>1m <=5m,ATBI DATABASE,,1446913900000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243467,3936469,35.538698,-83.829565,Abrams Creek Upper,Brier Lick Branch,3126.713379,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913900000,GRSM,UNR,,6,,,Gregory Ridge Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003B9747D658F454C0F67F7F6B63C54140,168693,0101000020110F00005E33550DF1CB61C1D9037B07792A5041,168380,>1m <=5m,ATBI DATABASE,,1446913902000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244534,3936815,35.54209,-83.817918,Abrams Creek Upper,Ekaneetlee Branch,3345.588867,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913902000,GRSM,UNR,,9,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FBC0A4E4B4F554C07FB18B6A5DC54140,168686,0101000020110F00004C9DFFA718CD61C1EE9F43C3722A5041,168373,>1m <=5m,ATBI DATABASE,,1446913898000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242607,3936850,35.541907,-83.839162,Abrams Creek Upper,,3239.394043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913898000,GRSM,UNR,,6,,,Gregory Ridge Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000001430315EBFFD54C0A7DB7BC095C24140,168660,0101000020110F00007FD666EBECD361C14DB7DE0D8C275041,168347,>1m <=5m,ATBI DATABASE,,1446913884000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,231141,3934776,35.520188,-83.964801,Chilhowee Lake,Tabcat Creek,1105.401001,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913884000,GRSM,UNR,,4,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026777600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A137E5025EFF54C0031CD8B0FAC34140,168655,0101000020110F0000085B87134DD561C1CE97D28900295041,168342,>1m <=5m,ATBI DATABASE,,1446913882000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228882,3936054,35.531081,-83.990109,Chilhowee Lake,Shop Creek,882.308105,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446913882000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000BFC3612744FE54C0AB92C2A823C74140,168658,0101000020110F00006215D4B15DD461C1371D0BED4C2C5041,168345,>1m <=5m,ATBI DATABASE,,1446913883000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230525,3938746,35.555769,-83.972906,Abrams Creek Lower,Panther Creek,1094.465698,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913883000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000CD28F1146DFE54C0D26A39B176C74140,168656,0101000020110F0000EA6E6C7480D461C198CAF29BA32C5041,168343,>1m <=5m,ATBI DATABASE,,1446913882000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230307,3939034,35.558303,-83.975404,Abrams Creek Lower,Panther Creek,1151.061279,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913882000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000003AB7B03E63FE54C01C03DF327CC74140,168657,0101000020110F00009CECAB1978D461C1E0AC965BA92C5041,168344,>1m <=5m,ATBI DATABASE,,1446913883000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230362,3939051,35.558471,-83.974803,Abrams Creek Lower,Panther Creek,1063.980347,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913883000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005AD33EAE71FF54C0DE46620D0DC74140,168654,0101000020110F0000D1970DC85DD561C133B85F53352C5041,168341,>1m <=5m,ATBI DATABASE,,1446913881000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228854,3938720,35.555079,-83.991309,Abrams Creek Lower,Panther Creek,928.253601,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913881000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,994809600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E610000043A0F80606FB54C0528A111A65CD4140,168661,0101000020110F000052A4F8AA9CD161C1AC538940D5325041,168348,>1m <=5m,ATBI DATABASE,,1446913885000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235280,3944031,35.604641,-83.922239,Abrams Creek Lower,,1473.315796,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913885000,GRSM,UNR,,8,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E610000082ACAC0FF9FA54C05BAC6D3940CD4140,168662,0101000020110F0000C33BE4A791D161C1BD9017BBAE325041,168349,>1m <=5m,ATBI DATABASE,,1446913885000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235348,3943904,35.603516,-83.921447,Abrams Creek Lower,,1430.535645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913885000,GRSM,UNR,,4,,,Rabbit Creek Trail,Abrams Creek Campground Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000FA40E3A3D4FA54C0070AB6FD6ACC4140,168664,0101000020110F0000824C32B972D161C1F2D7EA00D0315041,168351,>1m <=5m,ATBI DATABASE,,1446913886000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,235528,3943176,35.597008,-83.919224,Abrams Creek Lower,Scott Gap Branch,1944.191772,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913886000,GRSM,UNR,,3,,,Rabbit Creek Trail,Abrams Creek Ranger Station Parking,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,963792000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008F3B6DD9D6F854C05C65F81F7ECF4140,168666,0101000020110F000082A304C2C1CF61C18DBC0E4606355041,168353,>1m <=5m,ATBI DATABASE,,1446913888000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,238426,3945758,35.62103,-83.888109,Abrams Creek Lower,Oak Flats Branch,1837.160645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913888000,GRSM,UNR,,6,,,Hatcher Mountain Trail,Abrams Creek Campground Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D125B496B6F854C0A4171290ACCF4140,168667,0101000020110F0000B2D0E15BA6CF61C1A2E2CBCA36355041,168354,>1m <=5m,ATBI DATABASE,,1446913888000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,238609,3945910,35.622447,-83.88614,Abrams Creek Lower,Oak Flats Branch,1966.995361,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913888000,GRSM,UNR,,4,,,Hatcher Mountain Trail,Abrams Creek Campground Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000ED0D050665FA54C01D47523035CF4140,168665,0101000020110F00007FC466ED13D161C1BB384812BA345041,168352,>1m <=5m,ATBI DATABASE,,1446913887000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,236217,3945576,35.618804,-83.912412,Abrams Creek Lower,Buck Shank Branch,1497.794189,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913887000,GRSM,UNR,,7,,,Little Bottoms Trail,Abrams Creek Campground Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1030492800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007D95AC25E5F754C0338021FF1AD04140,168668,0101000020110F00003D0BEC7AF4CE61C11233682DAA355041,168355,>1m <=5m,ATBI DATABASE,,1446913888000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,239778,3946250,35.625817,-83.873357,Little River-Hesse Creek,Beard Cane Creek,1838.953979,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913888000,GRSM,UNR,,5,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000002BE6F2AF9DF354C05BBF7F446AD24140,168699,0101000020110F0000AEE3121B52CB61C1E402850A14385041,168386,>1m <=5m,ATBI DATABASE,,1446913905000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245892,3948077,35.643861,-83.806495,Little River-Hesse Creek,,2029.748413,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913905000,GRSM,UNR,,7,,,Rich Mountain Trail,Rich Mountain Road (closed Winter),Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,967507200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C5D0525BA5F354C04BEC055FCBD24140,168698,0101000020110F0000208A919E58CB61C1130A7C8679385041,168385,>1m <=5m,ATBI DATABASE,,1446913904000,DERV,KINZEL SPRINGS,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245859,3948407,35.646825,-83.806963,Little River-Hesse Creek,,2108.769775,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446913904000,GRSM,UNR,,5,,,Ace Gap Trail,Rich Mountain Road,Valid,Eupatorium_purpureum_v_purpureum,Eupatorium  purpureum v. purpureum,15691,Sweet Joe-pye-weed,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969235200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
