the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000004D016992E7F754C09336925AE1BB4140,190072,0101000020110F000014041D8AF6CE61C1B2050B9C8D205041,189801,>1m <=5m,ATBI DATABASE,,1446926176000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239253,3928719,35.467808,-83.873505,Lake Cheoah-Little Tennessee River,Twentymile Creek,1584.466675,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926176000,GRSM,UNR,,7,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054512000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000015B75DAACAC454C0EBEC30A2C4CA4140,190104,0101000020110F000077033D868DA361C1C42D00E516305041,189831,>1m <=5m,ATBI DATABASE,,1446926194000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312007,3939804,35.584119,-83.074866,Lower Johnathans Creek,,4783.5625,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446926194000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1056585600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000AA6B108D5EC454C0B39E78D38FC94140,190127,0101000020110F0000A9A8E5B331A361C1AEE9F66BD42E5041,189853,>1m <=5m,ATBI DATABASE,,1446926205000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312583,3938746,35.574695,-83.068267,Lower Johnathans Creek,,4414.567871,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446926205000,GRSM,UNR,,7,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1051747200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000001211B2B72ACB54C022355AFFC8C64140,190094,0101000020110F0000B09C6FA0F7A861C1A2E22448EE2B5041,189823,>1m <=5m,ATBI DATABASE,,1446926190000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302904,3936547,35.553002,-83.174478,Lower Raven Fork,Flat Creek,4863.875977,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926190000,GRSM,UNR,,5,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000037DAE6D026CB54C064A278FD98C64140,190095,0101000020110F0000C1FB2850F4A861C10E3FC22ABC2B5041,189824,>1m <=5m,ATBI DATABASE,,1446926191000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302922,3936384,35.551537,-83.17424,Lower Raven Fork,Flat Creek,4881.120117,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926191000,GRSM,UNR,,6,,,Flat Creek Trail,Heintooga Ridge Road,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990057600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E1B1DC282BCB54C0BD6DB82538C84140,190097,0101000020110F00002B608C00F8A861C1D13B47946D2D5041,189826,>1m <=5m,ATBI DATABASE,,1446926192000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,302929,3937790,35.564207,-83.174505,Lower Raven Fork,,5334.425293,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926192000,GRSM,UNR,,6,,,Balsam Mountain Nature Trail,Balsam Mountain Campground Road,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000063320BA34FCA54C0E4396E4724C84140,190100,0101000020110F0000DF3AB98F3DA861C16A42F0D5582D5041,189828,>1m <=5m,ATBI DATABASE,,1446926193000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,304142,3937696,35.5636,-83.161107,Upper Cataloochee Creek,,5086.073242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446926193000,GRSM,UNR,,6,,,Hemphill Bald Trail,Polls Gap Trail Parking,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088380800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000029FFB316E1D654C0DC6197D1DDCA4140,190088,0101000020110F00001BEFEC24EAB261C19F7E233231305041,189817,>1m <=5m,ATBI DATABASE,,1446926186000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,286398,3940466,35.584888,-83.357484,Upper Oconaluftee River,Oconaluftee River,2746.354492,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926186000,GRSM,UNR,,4,,,Kephart Prong Trail,Kephart Prong Trail Pullout Parking # 2,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054771200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000772FF7C9F1D254C0197E934D89C14140,190093,0101000020110F0000A5F9ECA492AF61C116D27DF273265041,189822,>1m <=5m,ATBI DATABASE,,1446926189000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291781,3932248,35.511996,-83.296004,Lower Oconaluftee River,,2043.470581,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446926189000,GRSM,UNR,,6,,,Nations Cemetery Access,Access Road To Big Cove Road,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,987897600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000C27B7E8064D354C05D9CAEB7E5C04140,190091,0101000020110F00009375ED11F4AF61C138618745C9255041,189820,>1m <=5m,ATBI DATABASE,,1446926188000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291133,3931709,35.507004,-83.303005,Lower Oconaluftee River,Oconaluftee River,2006.872559,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926188000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,997833600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000003B3CD53833D354C0A404061B27C14140,190092,0101000020110F0000514F7137CAAF61C136460F7E0D265041,189821,>1m <=5m,ATBI DATABASE,,1446926189000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291411,3931924,35.508999,-83.299997,Lower Oconaluftee River,,2013.518921,,,dd,GCS,NAD83,17,,,TPCOLSON,TPCOLSON,1446926189000,GRSM,UNR,,5,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1000598400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000AE595C5308D454C0AFA73B2EAEC74140,190090,0101000020110F000083C69E347FB061C1BE06CE89DD2C5041,189819,>1m <=5m,ATBI DATABASE,,1446926187000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290364,3937609,35.559996,-83.313004,Bradley Fork,Bradley Fork,2221.683594,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926187000,GRSM,UNR,,5,,,Smokemont Nature Trail,Smokemont Campground Road F,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,579830400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000007DCD72D9C8DE54C0EDBF1EB86FC84140,190084,0101000020110F0000E392C3ECA0B961C19E988F99A72D5041,189812,>1m <=5m,ATBI DATABASE,,1446926182000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275151,3938635,35.565903,-83.481005,Noland Creek,Noland Creek,5702.809082,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926182000,GRSM,UNR,,4,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1059523200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000011D9F374CFDE54C06A0F923D76C84140,190083,0101000020110F00007AE15B89A6B961C14B8D9868AE2D5041,189811,>1m <=5m,ATBI DATABASE,,1446926182000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275115,3938658,35.566102,-83.481408,Noland Creek,Noland Creek,5745.55957,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446926182000,GRSM,UNR,,5,,,Noland Divide Trail,Noland Divide Trailhead Parking,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1059350400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000003D8524FF28DE54C0A263A923B7CA4140,190075,0101000020110F000093D16F2919B961C1722666CD08305041,189814,>1m <=5m,ATBI DATABASE,,1446926184000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276085,3940588,35.583707,-83.471248,Deep Creek,,5683.644531,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926184000,GRSM,UNR,,7,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023667200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000033DF9B8819DB54C02DEC8E7177CC4140,190087,0101000020110F0000187437C47FB661C1A58B9202DD315041,189816,>1m <=5m,ATBI DATABASE,,1446926185000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,280456,3941998,35.597388,-83.423429,Deep Creek,,4550.002441,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446926185000,GRSM,UNR,,7,,,Deep Creek Trail,Newfound Gap Road South,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1055030400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000793D4FD14BDF54C08393227689D14140,190082,0101000020110F000080A6FC2710BA61C15D60961B29375041,189810,>1m <=5m,ATBI DATABASE,,1446926181000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,274626,3946541,35.637001,-83.488998,West Prong Little Pigeon River Upper,,2785.195312,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446926181000,GRSM,UNR,,4,,,Cove Hardwood Nature Trail,Chimney Picnic Area #1,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,998352000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000E94EFC2004DE54C06C03B40327D14140,190086,0101000020110F00008B659BD9F9B861C1B2D2713BC2365041,189815,>1m <=5m,ATBI DATABASE,,1446926184000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276429,3946162,35.633996,-83.468998,West Prong Little Pigeon River Upper,Road Prong,3468.421387,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446926184000,GRSM,UNR,,4,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Hyppa_contrasta,Hyppa  contrasta,20546,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hadeninae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
