the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005150C401B8F754C0CC4A2F4B6ABC4140,129209,0101000020110F0000CA807C24CECE61C1656C0E6A1C215041,128782,>1m <=5m,ATBI DATABASE,,1446891386000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239530,3929175,35.471987,-83.870602,Lake Cheoah-Little Tennessee River,Moore Springs Branch,1487.986572,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891386000,GRSM,UNR,,2,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020384000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000779C77A35CD154C0262714DBCAE14140,129287,0101000020110F00004CBFC58C3AAE61C17FF1373E29485041,128860,>1m <=5m,ATBI DATABASE,,1446891427000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294670,3960152,35.763996,-83.271275,Cosby Creek,Cole Creek,2064.404053,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891427000,GRSM,UNR,,5,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,956707200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000008D5777C452D154C0550BBED35EE14140,129288,0101000020110F000027F4962A32AE61C19EB3D12CB8475041,128861,>1m <=5m,ATBI DATABASE,,1446891428000,DERV,JONES COVE,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,294716,3959785,35.760699,-83.270673,Cosby Creek,Cole Creek,2192.605469,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891428000,GRSM,UNR,,4,,,Maddron Bald Trail,Cosby Entrance Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,961718400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E61000006327A3FAE9CC54C04EA77186DAE34140,129295,0101000020110F00007F566C7C73AA61C133832E98514A5041,128868,>1m <=5m,ATBI DATABASE,,1446891432000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300994,3961795,35.780099,-83.201777,Cosby Creek,Caney Creek,1771.974609,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891432000,GRSM,UNR,,6,,,,Cosby Government Quarters / Ranger Station Access Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,925257600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000001B208C30E9CC54C0ED8BE80458E04140,129294,0101000020110F000010C3C9D072AA61C1C2DE9320A5465041,128867,>1m <=5m,ATBI DATABASE,,1446891432000,DERV,HARTFORD,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300930,3958753,35.752679,-83.201729,Cosby Creek,,2364.321777,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891432000,GRSM,UNR,,4,,,Lower Mount Cammerer Trail,Cosby Campground Road B,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1355529600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B6B149E6C7C754C01486237D17DF4140,129297,0101000020110F0000AF7D1A7017A661C13FC4CAB455455041,128870,>1m <=5m,ATBI DATABASE,,1446891433000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308155,3957508,35.742897,-83.121572,Big Creek,Big Creek,1988.731201,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446891433000,GRSM,UNR,,4,,,Big Creek Trail,Big Creek Campground Loop Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957225600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000458ADBDD2DCD54C0EBACF5C93AD24140,129293,0101000020110F00004CB59924ADAA61C1210D016CE2375041,128866,>1m <=5m,ATBI DATABASE,,1446891431000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,300276,3946529,35.642412,-83.205921,Straight Fork Raven Fork,,4778.397461,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891431000,GRSM,UNR,,7,,,Beech Gap Trail,Balsam Mountain Road (closed Winter),Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000000AD54F905CCD54C0ED664FD462D04140,129292,0101000020110F000017AE85CDD4AA61C17DAFBE3BF5355041,128865,>1m <=5m,ATBI DATABASE,,1446891430000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299982,3944937,35.628009,-83.208771,Straight Fork Raven Fork,,3404.132812,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891430000,GRSM,UNR,,9,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1369612800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000B100FA9ECDCD54C0AC2036F30CD14140,129291,0101000020110F0000FB5389D234AB61C10346F6FEA6365041,128864,>1m <=5m,ATBI DATABASE,,1446891430000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,299370,3945527,35.633201,-83.215671,Straight Fork Raven Fork,Straight Fork Raven Fork,3282.849609,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891430000,GRSM,UNR,,6,,,Beech Gap Trail,Beech Gap Trailhead Parking #2,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,957312000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000B918D86A5CC554C09A614AF417D14140,129300,0101000020110F0000FAD7BC4F09A461C15DCBAF7EB2365041,128873,>1m <=5m,ATBI DATABASE,,1446891435000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311317,3945303,35.633537,-83.083762,Lower Cataloochee Creek,Lower Double Branch,2612.813965,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446891435000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,907632000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000082E80C369CC554C0C989FA4DB6CA4140,129299,0101000020110F00006818D67D3FA461C1248A3FEE07305041,128872,>1m <=5m,ATBI DATABASE,,1446891434000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,310847,3939780,35.583682,-83.087655,Upper Cataloochee Creek,McKee Branch,3888.529053,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446891434000,GRSM,UNR,,4,,,McKee Branch Trail,The Purchase Road (closed Winter),Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009B195BDAD9C654C024719B18AEC94140,129298,0101000020110F00009CD1CC434DA561C1D8A89507F42E5041,128871,>1m <=5m,ATBI DATABASE,,1446891434000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,309071,3938923,35.575619,-83.107043,Upper Cataloochee Creek,Double Gap Branch,4174.820801,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446891434000,GRSM,UNR,,8,,,Hemphill Bald Trail,The Purchase Road (closed Winter),Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900374400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000596B51C70CC854C0338027957FCC4140,129296,0101000020110F0000E06FD7EF51A661C1DF0CDD82E5315041,128869,>1m <=5m,ATBI DATABASE,,1446891433000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,307426,3941402,35.597637,-83.125776,Upper Cataloochee Creek,Jim Branch,3341.661621,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446891433000,GRSM,UNR,,4,,,Rough Fork Trail,Cataloochee Entrance Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,898646400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000199D8701D5CF54C0A207A6E95FCE4140,129290,0101000020110F000097B4ACEFEDAC61C10013C441DB335041,128863,>1m <=5m,ATBI DATABASE,,1446891429000,DERV,BUNCHES BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,296446,3943273,35.612295,-83.247372,Upper Raven Fork,,4320.362793,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891429000,GRSM,UNR,,9,,,Enloe Creek Trail,Straight Fork Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000EDEE5DBD69D154C042DBBD1E84CE4140,129285,0101000020110F000072923DAD45AE61C1B1FE131501345041,128856,>1m <=5m,ATBI DATABASE,,1446891425000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,294211,3943447,35.6134,-83.272075,Upper Raven Fork,Enloe Creek,4112.953125,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891425000,GRSM,UNR,,6,,,Enloe Creek Trail,Straight Fork Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000AE470289FDD054C07A4DDFD073CE4140,129289,0101000020110F00009E5751C7E9AD61C1D062AB0CF0335041,128862,>1m <=5m,ATBI DATABASE,,1446891428000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,294808,3943378,35.612903,-83.265471,Upper Raven Fork,Enloe Creek,3885.523682,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891428000,GRSM,UNR,,6,,,Enloe Creek Trail,Straight Fork Road,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924998400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000404F45225BD354C01147635C0DC14140,129283,0101000020110F000053A11D1DECAF61C14581D9A1F2255041,128854,>1m <=5m,ATBI DATABASE,,1446891424000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291188,3931842,35.508213,-83.302433,Lower Oconaluftee River,Oconaluftee River,2009.75,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446891424000,GRSM,UNR,,6,,,Oconaluftee River Trail,Newfound Gap Road South,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,924566400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000A1C46D88DFDD54C09E009125C3C14140,129280,0101000020110F00007687E3C4DAB861C1E04FF04CB0265041,128850,>1m <=5m,ATBI DATABASE,,1446891422000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276297,3932818,35.513761,-83.466764,Noland Creek,Noland Creek,3245.341309,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446891422000,GRSM,UNR,,6,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001973AC92F5DF54C086720964CFD74140,129279,0101000020110F0000E4035754A0BA61C1E45533D3B73D5041,128849,>1m <=5m,ATBI DATABASE,,1446891421000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,273826,3952002,35.68601,-83.49936,Le Conte Creek,Le Conte Creek,1974.711914,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446891421000,GRSM,UNR,,8,,,Twin Creeks Trail,Natural Resources Center Parking #4,Valid,Cardamine_diphylla,Cardamine  diphylla,6523,Toothwort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,896659200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Capparales, , , , ,Brassicaceae, ,~,observed, ,day,cert,Fridley Veg Plots
