the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000005ACC84C9CEF654C0DCAD8C1D7FBC4140,73705,0101000020110F00000950A61108CE61C1C32AE02032215041,73083,>1m <=5m,ATBI DATABASE,,1446864460000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,240824,3929208,35.472622,-83.856367,Lake Cheoah-Little Tennessee River,Twentymile Creek,1807.704224,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864460000,GRSM,UNR,,2,,,Twentymile Trail,Twenty Mile Trailhead Parking,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1020297600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000F128D2539DD554C06C257E0978C94140,73727,0101000020110F000081B7772CD7B161C15075E594BB2E5041,73107,>1m <=5m,ATBI DATABASE,,1446864474000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,288160,3939212,35.573969,-83.337723,Upper Oconaluftee River,Oconaluftee River,2464.547363,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446864474000,GRSM,UNR,,4,,,Smokemont Loop Trail,Newfound Gap Road South,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1210982400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed,No,day,cert,ATBI
0101000020E610000029140D45E6DD54C05C8E737569D44140,73723,0101000020110F0000FE6D9C7DE0B861C130EDFD552A3A5041,73103,>1m <=5m,ATBI DATABASE,,1446864471000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276665,3948983,35.659461,-83.467176,Le Conte Creek,,4235.84082,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446864471000,GRSM,UNR,,2,,,Rainbow Falls Trail,Roaring Fork Motor Nature Trail,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900892800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000318B02DDF4D654C0EF764A02F2DB4140,73726,0101000020110F00000F2458F0FAB261C155D50EFD0A425041,73106,>1m <=5m,ATBI DATABASE,,1446864473000,DERV,MOUNT GUYOT,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,286644,3955271,35.718316,-83.358691,Little Pigeon River Middle,Bird Branch,2895.010742,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864473000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1238544000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,ATBI
0101000020E610000017F4DE1882DA54C076C8393047DE4140,73724,0101000020110F000080BBC326FFB561C17C6040C07B445041,73104,>1m <=5m,ATBI DATABASE,,1446864472000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281673,3957415,35.736541,-83.414186,Little Pigeon River Middle,Little Pigeon River,1366.62085,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446864472000,GRSM,UNR,,5,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177718400000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000008ED025D5C4EE54C0CC0C404FB5D14140,73720,0101000020110F0000D6AA5A3F34C761C1C350F9ED56375041,73100,>1m <=5m,ATBI DATABASE,,1446864470000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252734,3947271,35.638339,-83.73076,Little River-Crooked Creek,Meadow Branch,1753.200562,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864470000,GRSM,UNR,,6,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1147564800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000008F8E43AEA8EE54C09E5AAF898FD04140,73721,0101000020110F000058A48B561CC761C1B64BF6F223365041,73101,>1m <=5m,ATBI DATABASE,,1446864470000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252862,3946272,35.629374,-83.729041,Little River-Crooked Creek,Spence Branch,1612.664429,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864470000,GRSM,UNR,,2,,,Schoolhouse Gap Trail,Laurel Creek Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177804800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E61000006EA4714A6EF054C0971EB4FBEECC4140,70515,0101000020110F0000B81AD9969DC861C1CA30D3DE59325041,73099,>1m <=5m,ATBI DATABASE,,1446864469000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250266,3943198,35.601036,-83.756727,Little River-Crooked Creek,,2287.868164,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864469000,GRSM,UNR,,5,,,Crib Gap Trail,Laurel Creek Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001FAFB90392F254C0761239A00CCC4140,73712,0101000020110F000061E26DC56ECA61C116DB52716D315041,73091,>1m <=5m,ATBI DATABASE,,1446864464000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,247215,3942517,35.594128,-83.790158,Abrams Creek Upper,Sea Branch,1874.515625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864464000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1177459200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,by hand,No,day,cert,GSMNP Violaceae
0101000020E6100000C12C73A18FF354C05A9F770510CE4140,73708,0101000020110F0000D215DE2A46CB61C1832816CC87335041,73087,>1m <=5m,ATBI DATABASE,,1446864462000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245862,3944302,35.609857,-83.805637,Abrams Creek Upper,Feezell Branch,1967.669189,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864462000,GRSM,UNR,,7,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000DB60ED97EBF254C0B3669982CBC94140,73710,0101000020110F00003B6BC1D9BACA61C1A4F876BE122F5041,73089,>1m <=5m,ATBI DATABASE,,1446864463000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246664,3940577,35.576516,-83.795625,Abrams Creek Upper,Oliver Branch,3214.798584,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864463000,GRSM,UNR,,7,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000009E43B67FC7F254C0210BC4F7EDC94140,73711,0101000020110F0000C9AC09329CCA61C11A4CB6B9362F5041,73090,>1m <=5m,ATBI DATABASE,,1446864464000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246867,3940688,35.577568,-83.793422,Abrams Creek Upper,Bunting Branch,2919.747803,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864464000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900547200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FBB9579CE0F154C014877893BBCA4140,73715,0101000020110F00002B67211AD8C961C1EBD3886F0D305041,73094,>1m <=5m,ATBI DATABASE,,1446864466000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248164,3941348,35.583843,-83.77933,Abrams Creek Upper,Cork Branch,2494.69043,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864466000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D53E8304E7F154C08F79E4E9FECA4140,73714,0101000020110F00008C9B208BDDC961C1B01304C253305041,73093,>1m <=5m,ATBI DATABASE,,1446864466000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248135,3941577,35.585898,-83.779721,Abrams Creek Upper,Rowans Creek,2338.598145,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864466000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000072B418B54F154C04CAF02B95ACB4140,73717,0101000020110F0000D0BBB12461C961C108D39BA3B3305041,73096,>1m <=5m,ATBI DATABASE,,1446864467000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248954,3941865,35.588699,-83.770781,Abrams Creek Upper,Fanny Branch,2889.337402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864467000,GRSM,UNR,,8,,,Cades Cove Horse Trail,Cades Cove Campground Segment A,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901065600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000B67F60EC6FF054C0C2BE988B0ACB4140,73719,0101000020110F0000F378CCF99EC861C1F775BFE75F305041,73098,>1m <=5m,ATBI DATABASE,,1446864468000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,250211,3941558,35.586252,-83.756827,Abrams Creek Upper,Left Prong Anthony Creek,2557.212402,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446864468000,GRSM,UNR,,5,,,Russell Field Trail,Laurel Creek Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,900288000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000EB1B8E6AB5F054C0C465238485C74140,73718,0101000020110F00002AAC00FFD9C861C16B04C315B32C5041,73097,>1m <=5m,ATBI DATABASE,,1446864468000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,249741,3938518,35.558755,-83.761069,Eagle Creek,,3876.237305,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864468000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000073A7B8CD5BF154C0CAB1D6FF62C74140,73716,0101000020110F00008435174F67C961C10CE1E00C8F2C5041,73095,>1m <=5m,ATBI DATABASE,,1446864467000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,248817,3938427,35.557702,-83.771224,Eagle Creek,Tub-Mill Creek,3972.664307,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864467000,GRSM,UNR,,4,,,Appalachian Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902448000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000BF57358772F254C016AB14AFB0C54140,73713,0101000020110F0000B830A10754CA61C1BED108ADC92A5041,73092,>1m <=5m,ATBI DATABASE,,1446864465000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,247233,3937000,35.544448,-83.788236,Eagle Creek,Lawson Gant Lot Branch,4536.442871,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446864465000,GRSM,UNR,,7,,,Appalachian Trail,Cades Cove Loop Road,Valid,Viola_cucullata,Viola  cucullata,42313,Marsh Blue Violet,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,902361600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Violales, , , , ,Violaceae, ,~,observed, ,day,cert,Fridley Veg Plots
