the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000FD5F7BE7E9ED54C009743F0ACBBB4140,14421,0101000020110F0000EFAAC04F7AC661C1DDD1405776205041,13667,>1m <=5m,ATBI DATABASE,,1446831166000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253420,3928242,35.467127,-83.717397,Hazel Creek,Laurel Branch,1948.856323,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831166000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive West,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1096934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000065AD67BCD8C354C00D249185C1CB4140,14451,0101000020110F00000DAAB40DC0A261C177D972001F315041,13694,>1m <=5m,ATBI DATABASE,,1446831180000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313363,3940632,35.591836,-83.0601,Lower Johnathans Creek,,4338.147461,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446831180000,GRSM,UNR,,6,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,935020800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000F2AD21CE29DD54C03C67275D9CC34140,14444,0101000020110F0000DEB47C6D40B861C174B633199E285041,13687,>1m <=5m,ATBI DATABASE,,1446831176000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,277343,3934395,35.528202,-83.455673,Noland Creek,,4333.597168,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831176000,GRSM,UNR,,3,,,Noland Divide Trail,Clingmans Dome Road Parking #3,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1372032000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000274199F54BDE54C0644A9291BAC14140,14442,0101000020110F00004BD70FDB36B961C1F4B0A559A7265041,13685,>1m <=5m,ATBI DATABASE,,1446831175000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275696,3932804,35.513499,-83.473382,Noland Creek,Noland Creek,3148.677246,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831175000,GRSM,UNR,,4,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000013A0B5C13ADF54C07650F5AADCC04140,14440,0101000020110F0000483395AA01BA61C1A11879D4BF255041,13684,>1m <=5m,ATBI DATABASE,,1446831175000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274355,3932086,35.506727,-83.487957,Noland Creek,Noland Creek,2889.060547,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831175000,GRSM,UNR,,6,,,Noland Creek Trail,Lakeview Drive East,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087430400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000AEA800998FDD54C04A0295702FC44140,14443,0101000020110F0000CC624BE196B861C1D3C2C49637295041,13686,>1m <=5m,ATBI DATABASE,,1446831176000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,276792,3934907,35.532691,-83.461885,Noland Creek,,4171.227051,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831176000,GRSM,UNR,,3,,,Noland Creek Trail,Clingmans Dome Road Parking #3,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1086912000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000003DE8BB56A0D954C0563C5F071CDF4140,14446,0101000020110F0000409A2F6A3FB561C155DFF1745A455041,13689,>1m <=5m,ATBI DATABASE,,1446831177000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282937,3958105,35.743036,-83.400407,Little Pigeon River Middle,Copeland Creek,1588.853271,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446831177000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899164800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000007EE1F8FE9DC54C0935ACFE054D94140,14412,0101000020110F0000EAFF09DD09B861C19BB9FD1E4F3F5041,13688,>1m <=5m,ATBI DATABASE,,1446831177000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,278168,3953212,35.697896,-83.451751,Roaring Fork,,2920.910645,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446831177000,GRSM,UNR,,6,,,Grapeyard Ridge Trail,Roaring Fork Motor Nature Trail,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899251200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E3424B42D5E654C093979F9520D74140,14428,0101000020110F000065B3D2D476C061C1C72FB30B013D5041,13674,>1m <=5m,ATBI DATABASE,,1446831169000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264089,3951663,35.680675,-83.606762,Little River-Goshen Prong,Jay Bird Branch,3548.274902,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446831169000,GRSM,UNR,,7,,,Laurel Falls Trail,Little River Gorge Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,969494400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000008A4CE92EC3E254C0CDA078DA49CE4140,14432,0101000020110F000024CDCDCB01BD61C183BB4A36C4335041,13677,>1m <=5m,ATBI DATABASE,,1446831171000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269648,3943851,35.611622,-83.543159,Little River-Goshen Prong,Fish Camp Prong,2926.864014,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446831171000,GRSM,UNR,,6,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,927676800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C10C5BED40E154C09FF0923F65C24140,14436,0101000020110F0000A3E8AABFB9BB61C1A2912E7159275041,13680,>1m <=5m,ATBI DATABASE,,1446831173000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,271520,3933488,35.518708,-83.519584,Forney Creek,Springhouse Branch,4504.470215,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831173000,GRSM,UNR,,7,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065657600000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000004F09D990B7E054C0BC38ACDBA6C14140,14439,0101000020110F0000DFA5701645BB61C16A99CEC892265041,13683,>1m <=5m,ATBI DATABASE,,1446831174000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,272264,3932824,35.512898,-83.5112,Noland Creek,,3385.126953,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831174000,GRSM,UNR,,3,,,Springhouse Branch Trail,Clingmans Dome Road Parking #3,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1087516800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000006AB93ECF06E554C0BD16AFE430C64140,14430,0101000020110F00005147AA12EEBE61C1E71FF1804F2B5041,13675,>1m <=5m,ATBI DATABASE,,1446831170000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266259,3936916,35.54836,-83.578537,Hazel Creek,Hazel Creek,4452.536133,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831170000,GRSM,UNR,,6,,,Hazel Creek Trail,Clingmans Dome Road Parking #3,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1090972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000DAD733E475ED54C0CC06684E23C14140,14422,0101000020110F0000E52F25C817C661C15F624B8709265041,13668,>1m <=5m,ATBI DATABASE,,1446831166000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254190,3932857,35.508883,-83.710316,Hazel Creek,Little Fork,2925.684326,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831166000,GRSM,UNR,,7,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E610000001AFEDF26FED54C0AC8098172FC14140,14423,0101000020110F0000FE7020BC12C661C110CD3CD315265041,13669,>1m <=5m,ATBI DATABASE,,1446831167000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,254224,3932896,35.509243,-83.709954,Hazel Creek,Little Fork,2878.84668,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446831167000,GRSM,UNR,,5,,,Jenkins Ridge Trail,Lakeview Drive West,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1089158400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000000B59BF943FED54C00AF4D011D5C84140,14424,0101000020110F00001FBFEFA7E9C561C1A8885B6B112E5041,13670,>1m <=5m,ATBI DATABASE,,1446831167000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,254674,3939518,35.568996,-83.707002,Little River-Crooked Creek,Bee Cove Creek,5395.933594,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831167000,GRSM,UNR,,3,,,Appalachian Trail,Laurel Creek Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-1262304000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E610000044DEBC15C2E854C005AE861FB7CC4140,14427,0101000020110F000065BA796319C261C1EA68F6851F325041,13673,>1m <=5m,ATBI DATABASE,,1446831169000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261124,3942711,35.599332,-83.636842,Little River-Crooked Creek,Doghobble Branch,2886.155518,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831169000,GRSM,UNR,,2,,,Middle Prong Trail,Upper Tremont Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000E9154C85C3E854C09CF83478B6CC4140,14426,0101000020110F000066D3A49B1AC261C18A1A32D71E325041,13672,>1m <=5m,ATBI DATABASE,,1446831168000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,261116,3942709,35.599312,-83.63693,Little River-Crooked Creek,Doghobble Branch,2886.155518,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446831168000,GRSM,UNR,,4,,,Middle Prong Trail,Upper Tremont Road,Valid,Pycnanthemum_montanum,Pycnanthemum  montanum,34114,Thin-leaf Mountain-mint,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Lamiales, , , , ,Lamiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
