the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000000D89C09341F854C0D3EC58B1E7BB4140,188518,0101000020110F0000ABDC21FB42CF61C1A401473894205041,188273,>1m <=5m,ATBI DATABASE,,1446925290000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,238755,3928755,35.468001,-83.878998,Lake Cheoah-Little Tennessee River,Twentymile Creek,1427.625366,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446925290000,GRSM,UNR,,5,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B9556BBC0FCD54C0C33528AEEBDF4140,188576,0101000020110F00004929938D93AA61C1905930C033465041,188329,>1m <=5m,ATBI DATABASE,,1446925322000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300709,3958391,35.749373,-83.204081,Cosby Creek,Cosby Creek,2450.387451,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446925322000,GRSM,UNR,,3,,,Low Gap Trail Access,Cosby Campground Road B,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993168000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C32CE4AC70CD54C08C1C6B44C5DF4140,188574,0101000020110F00002F5C36E2E5AA61C181227B8D0B465041,188327,>1m <=5m,ATBI DATABASE,,1446925321000,DERV,LUFTEE KNOB,Great Smoky Mountains National Park,>1m <=5m,Cocke,Tennessee,300171,3958273,35.748201,-83.209998,Cosby Creek,,2633.315918,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446925321000,GRSM,UNR,,6,,,Snake Den Ridge Trail,Cosby Campground Road B,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054857600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D116F6052BC754C0D16D032321D04140,188579,0101000020110F000012EDEC3392A561C1776BCD97B0355041,188332,>1m <=5m,ATBI DATABASE,,1446925324000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308742,3944522,35.626004,-83.111997,Upper Cataloochee Creek,Palmer Creek,2738.823242,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925324000,GRSM,UNR,,6,,,Cataloochee Horse Trail,Cataloochee Entrance Road,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000009AEB2F1979C354C03B5FEEBE63D24140,188600,0101000020110F0000C5E419D46EA261C180C9AA390D385041,188353,>1m <=5m,ATBI DATABASE,,1446925334000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314012,3946370,35.643662,-83.054262,Lower Cataloochee Creek,Hoglen Branch,3524.707764,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925334000,GRSM,UNR,,1,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,black light trap, ,day,cert,Noctuidae
0101000020E610000045904D6912C354C036A0E9224ED24140,188602,0101000020110F0000D7F6CA9D17A261C105803AA4F6375041,188355,>1m <=5m,ATBI DATABASE,,1446925335000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,314578,3946285,35.643003,-83.047995,Lower Cataloochee Creek,,4054.270264,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925335000,GRSM,UNR,,7,,,Cataloochee Divide Trail,Old Cataloochee Turnpike,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1088208000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000017450F7CECC354C0A21B187B9AD14140,188599,0101000020110F0000278D79D3D0A261C13322A4E43A375041,188352,>1m <=5m,ATBI DATABASE,,1446925334000,DERV,COVE CREEK GAP,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,313360,3945702,35.63752,-83.061305,Lower Cataloochee Creek,Winding Stair Branch,3129.90918,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925334000,GRSM,UNR,,6,,,Cataloochee Divide Trail,Cataloochee Entrance Road,Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1184889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,black light trap, ,day,cert,Noctuidae
0101000020E610000022C22CA5C8C454C06B36234B32CB4140,188588,0101000020110F0000DBD6FCCE8BA361C1AB5F906A89305041,188341,>1m <=5m,ATBI DATABASE,,1446925328000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312026,3940175,35.587465,-83.074742,Lower Johnathans Creek,Cove Creek,4904.751465,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925328000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1055203200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000008D94442EACC454C037E70A3D02CB4140,188594,0101000020110F00008A1D37A273A361C1C551E73A57305041,188347,>1m <=5m,ATBI DATABASE,,1446925331000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312180,3940009,35.585999,-83.073005,Lower Johnathans Creek,,4917.642578,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925331000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000097C30A91B5C454C03CD49CE7C8CA4140,188591,0101000020110F00004463E49A7BA361C1844FE05A1B305041,188344,>1m <=5m,ATBI DATABASE,,1446925330000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312124,3939816,35.584249,-83.073578,Lower Johnathans Creek,,4800.433594,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925330000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926812800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B5EF24FEB5C454C04C7A66E9CDCA4140,188589,0101000020110F0000ED7D8DF77BA361C1A4B2779520305041,188342,>1m <=5m,ATBI DATABASE,,1446925329000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312122,3939833,35.584402,-83.073604,Lower Johnathans Creek,,4819.37207,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925329000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000789EB5C4B2C454C05B48EF44DECA4140,188592,0101000020110F000043B9823A79A361C1EE2B98AA31305041,188345,>1m <=5m,ATBI DATABASE,,1446925330000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312141,3939888,35.584901,-83.073407,Lower Johnathans Creek,,4863.807617,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925330000,GRSM,UNR,,7,,,Science Center Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1055030400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1BB9F2AB1C454C0C4649D36D2CA4140,188593,0101000020110F0000439339DE77A361C1BB4A7C1325305041,188346,>1m <=5m,ATBI DATABASE,,1446925331000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312149,3939847,35.584533,-83.073309,Lower Johnathans Creek,,4827.102051,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925331000,GRSM,UNR,,7,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1056585600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C565ADE5D1C454C05E0A20A0EECA4140,188582,0101000020110F0000CEBC8EAA93A361C1A7AC63BF42305041,188335,>1m <=5m,ATBI DATABASE,,1446925325000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,311970,3939947,35.5854,-83.075307,Lower Johnathans Creek,,4857.988281,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925325000,GRSM,UNR,,5,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1059696000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000015B75DAACAC454C0EBEC30A2C4CA4140,188585,0101000020110F000077033D868DA361C1C42D00E516305041,188338,>1m <=5m,ATBI DATABASE,,1446925327000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312007,3939804,35.584119,-83.074866,Lower Johnathans Creek,,4783.5625,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925327000,GRSM,UNR,,6,,,Ferguson Cabin Horse Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1125705600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000C1C3CB0B64C454C02B0370BBE9C94140,188597,0101000020110F00003587A25E36A361C19A606D4D322F5041,188350,>1m <=5m,ATBI DATABASE,,1446925333000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312559,3939051,35.577439,-83.068602,Lower Johnathans Creek,,4522.599609,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925333000,GRSM,UNR,,7,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000B95B8DDD5FC454C03C47AEECD9C94140,188598,0101000020110F0000302FADD132A361C1E7EDB5CB212F5041,188351,>1m <=5m,ATBI DATABASE,,1446925333000,DERV,DELLWOOD,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,312581,3938997,35.576956,-83.068347,Lower Johnathans Creek,,4450.203125,,,dd,GCS,NAD83,17,,Cataloochee District,TPCOLSON,TPCOLSON,1446925333000,GRSM,UNR,,6,,,Ferguson Cabin Trail,The Purchase Road (closed Winter),Valid,Hypena_baltimoralis,Hypena  baltimoralis,20274,Baltimore Bomolocha Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990316800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Hypeninae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
