the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E61000001F614BA1E9E654C064C7C59F88B84140,61158,0101000020110F000051B1EC2188C061C13B0B395B101D5041,60611,>1m <=5m,ATBI DATABASE,,1446857286000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,263274,3925149,35.441663,-83.608006,Lower Fontana Lake-Little Tennessee River,Poplar Pole Branch,1961.320557,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446857286000,GRSM,UNR,,4,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087257600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,black light trap,No,day,cert,Northshore Road EIS
0101000020E610000051D11E5092D354C04C1D9C43EAC14140,61181,0101000020110F0000D94B34FA1AB061C1796BA41DD9265041,60634,>1m <=5m,ATBI DATABASE,,1446857299000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,290900,3932597,35.514955,-83.305801,Lower Oconaluftee River,Oconaluftee River,2028.46582,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446857299000,GRSM,UNR,,5,,,Enloe-Mingus Cemetery Access,Oconaluftee Maintenance Area,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000005C9E3743E1D254C043D9AA104EC24140,61189,0101000020110F0000FDF3BF9B84AF61C1A3AF5C4041275041,60642,>1m <=5m,ATBI DATABASE,,1446857304000,DERV,SMOKEMONT,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,291888,3932912,35.518001,-83.294995,Lower Raven Fork,,2050.639648,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446857304000,GRSM,UNR,,6,,,Nations Cemetery Access,Oconaluftee Job Corps Center Access Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,988329600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005D7D3FAC6CDF54C019B65EBA66C64140,61168,0101000020110F0000904C660F2CBA61C13FCC10B3872B5041,60621,>1m <=5m,ATBI DATABASE,,1446857291000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274200,3936894,35.550003,-83.491004,Noland Creek,,5744.099609,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446857291000,GRSM,UNR,,9,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000BDE01000D5DE54C0D1DB35A766C84140,61169,0101000020110F0000EBC39C3EABB961C1E4005C229E2D5041,60622,>1m <=5m,ATBI DATABASE,,1446857292000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,275083,3938606,35.565626,-83.481746,Noland Creek,Noland Creek,5729.838379,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446857292000,GRSM,UNR,,7,,,Noland Divide Trail,Clingmans Dome Access Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1034380800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000717837657AD954C0450E572F88CA4140,61177,0101000020110F0000B51C7E301FB561C1872E98C4D72F5041,60630,>1m <=5m,ATBI DATABASE,,1446857297000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,282711,3940265,35.582274,-83.398091,Deep Creek,Wild Cherry Branch,4581.429199,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446857297000,GRSM,UNR,,9,,,Thomas Divide Trail,Thomas Divide Trail Pullout Parking,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090454400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000041BE2E9D18DC54C01938C1B314CE4140,61171,0101000020110F000063AF036858B761C179AFE0AF8C335041,60624,>1m <=5m,ATBI DATABASE,,1446857293000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,279080,3943432,35.61,-83.438998,Upper Oconaluftee River,Beech Flats Prong,5224.262207,,,dd,GCS,NAD83,17,,Oconaluftee District,TPCOLSON,TPCOLSON,1446857293000,GRSM,UNR,,9,,,Appalachian Trail,Clingmans Dome Access Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,526003200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,at light, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000021EB958414DE54C0D58785CC68D14140,61170,0101000020110F00008E73EEC407B961C1CF4CB9F906375041,60623,>1m <=5m,ATBI DATABASE,,1446857293000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276344,3946387,35.636004,-83.469998,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3442.888672,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446857293000,GRSM,UNR,,6,,,Chimney Tops Trail,Newfound Gap Road North,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995241600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E610000091252AE9FBD954C09380F8D070DD4140,61174,0101000020110F00003982D92F8DB561C11BB5F9759B435041,60627,>1m <=5m,ATBI DATABASE,,1446857295000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282396,3956671,35.729998,-83.405996,Little Pigeon River Middle,Injun Creek,1430.831787,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446857295000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990316800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,61180,0101000020110F00000CBBF7CA32B461C14CF285D994405041,60633,>1m <=5m,ATBI DATABASE,,1446857299000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446857299000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1116460800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000007A6878E37FE254C03F5A382A26D84140,61165,0101000020110F00005C6A88A4C8BC61C11EBBBE8F123E5041,60618,>1m <=5m,ATBI DATABASE,,1446857290000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270241,3952388,35.688658,-83.539052,West Prong Little Pigeon River Upper,Sawmill Branch,1496.516846,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446857290000,GRSM,UNR,,6,,,Cove Mountain Trail,Sugarlands Residence Parking #2,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1146009600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,black light trap,No,day,cert,PKnob moths monitoring
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,61157,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,60610,>1m <=5m,ATBI DATABASE,,1446857286000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446857286000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000650D21BE1EE554C0D4E101A2B6D34140,61160,0101000020110F000010D03A6602BF61C17AFB7A6A6F395041,60613,>1m <=5m,ATBI DATABASE,,1446857287000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266434,3948640,35.654004,-83.579997,Little River-Goshen Prong,Bearwallow Branch,2172.555908,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446857287000,GRSM,UNR,,10,,,Little River Trail,Little River Road,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,111801600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000828A12435EE254C094F8E1C2EFD74140,61166,0101000020110F0000F6F56A15ACBC61C161465BACD93D5041,60619,>1m <=5m,ATBI DATABASE,,1446857290000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,270422,3952199,35.686998,-83.536999,West Prong Little Pigeon River Upper,Ash Hopper Branch,1461.809082,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446857290000,GRSM,UNR,,6,,,Fighting Creek Nature Trail,Sugarlands Headquarters Parking A,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1146009600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000BA3904AAB9F154C0B35ABD2320CD4140,61155,0101000020110F0000B44E5406B7C961C1AAD066378D325041,60609,>1m <=5m,ATBI DATABASE,,1446857285000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248438,3943416,35.602536,-83.776953,Abrams Creek Upper,Stillhouse Branch,1898.696411,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446857285000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Residence Road A,Valid,Thysanopyga_intractata,Thysanopyga  intractata,40088,Unspecified,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,998265600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Geometroidea,Geometridae,Ennominae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
