the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000AD56B9F207F454C0CBF8267602BB4140,8037,0101000020110F0000D936665AACCB61C1592CE92FA51F5041,7373,>1m <=5m,ATBI DATABASE,,1446827585000,DERV,FONTANA DAM,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,244725,3927806,35.461006,-83.812981,Lake Cheoah-Little Tennessee River,,1913.606812,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446827585000,GRSM,UNR,,7,,,Appalachian Trail,Payne Cemetery Access Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1121990400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
0101000020E61000002D8319CF57EB54C05E21FE3152D14140,8043,0101000020110F00001BFB1A644BC461C15667E15AEF365041,7379,>1m <=5m,ATBI DATABASE,,1446827588000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257573,3946802,35.635314,-83.67723,Little River-Crooked Creek,Spruce Flats Branch,1895.413574,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827588000,GRSM,UNR,,10,,,Lumber Ridge Trail,Upper Tremont Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1301443200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000002C37368F1EB54C0E28D9278F5D14140,8042,0101000020110F0000F111BED7CDC461C1B108FFFA99375041,7378,>1m <=5m,ATBI DATABASE,,1446827587000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256739,3947378,35.640297,-83.686605,Little River-Crooked Creek,,1673.504028,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827587000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Employee Housing Parking,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1323820800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E61000005F3CD2CC52E954C05FABB065EED34140,8045,0101000020110F0000DD3B934B94C261C1E72DF5B3A9395041,7381,>1m <=5m,ATBI DATABASE,,1446827589000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260492,3948987,35.655706,-83.645675,Little River-Goshen Prong,Curry Prong,2320.941162,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827589000,GRSM,UNR,,9,,,Meigs Creek Trail,Little River Gorge Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1250121600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E6100000CB12A21E70E554C059A9AFCD57D24140,8050,0101000020110F00000A2C488347BF61C1564D93BE00385041,7386,>1m <=5m,ATBI DATABASE,,1446827592000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265953,3947464,35.643298,-83.584964,Little River-Goshen Prong,Jakes Creek,2411.047363,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827592000,GRSM,UNR,,7,,,Meigs Mountain Trail,Elkmont Cemetery Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1295308800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000D127924580E554C07A65BB9B17D24140,8048,0101000020110F000061FE153B55BF61C1603AE3A7BD375041,7384,>1m <=5m,ATBI DATABASE,,1446827591000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265858,3947249,35.641339,-83.58595,Little River-Goshen Prong,Jakes Creek,2496.35498,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827591000,GRSM,UNR,,7,,,Meigs Mountain Trail,Elkmont Cemetery Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1296432000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E610000037BB4B6886E554C06DAC510A98D54140,8049,0101000020110F0000B3621A715ABF61C12BD156A4663B5041,7385,>1m <=5m,ATBI DATABASE,,1446827592000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,265904,3950285,35.668696,-83.586325,Little River-Goshen Prong,Pine Knot Branch,2326.958008,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827592000,GRSM,UNR,,7,,,Laurel Falls Trail,Fighting Creek Gap Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1299283200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000559A7173BAE454C005B26B4351D44140,8051,0101000020110F00005F1EB638ADBE61C1117A6A0B113A5041,7387,>1m <=5m,ATBI DATABASE,,1446827593000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267002,3949149,35.658723,-83.573876,Little River-Goshen Prong,,2317.248535,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827593000,GRSM,UNR,,4,,,Elkmont Nature Trail,Elkmont Self-Guiding Nature Trail Parking,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1248912000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,baiting, , ,cert,ATBI Ants
0101000020E61000005DD05C562AE354C0DC6E6AF6F9D64140,8053,0101000020110F00003019A96759BD61C11B42F4A9D83C5041,7389,>1m <=5m,ATBI DATABASE,,1446827594000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269273,3951396,35.679496,-83.549455,West Prong Little Pigeon River Upper,Spring Branch,1561.861816,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827594000,GRSM,UNR,,6,,,Big White Oak Quiet Walkway,Fighting Creek Gap Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1324252800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000846848D090E054C0EC298C4999D24140,8087,0101000020110F00005EAEE62C24BB61C10669792E45385041,7423,>1m <=5m,ATBI DATABASE,,1446827615000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,272853,3947507,35.645296,-83.508835,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,2363.916016,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827615000,GRSM,UNR,,8,,,Balsom Point Quiet Walkway,Newfound Gap Road North,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1318896000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,"baiting, hand collecting", , ,cert,ATBI Ants
0101000020E6100000E3B228F1BBE254C05AE0D201EECD4140,8074,0101000020110F00009D5569A5FBBC61C1F690B64364335041,7410,>1m <=5m,ATBI DATABASE,,1446827607000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269680,3943539,35.608819,-83.542717,Little River-Goshen Prong,Wars Branch,3261.746094,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827607000,GRSM,UNR,,1,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,996451200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E61000003E35CE0EC7E254C0155F00300ACE4140,8054,0101000020110F00006D4E381605BD61C1D2C3F0B381335041,7390,>1m <=5m,ATBI DATABASE,,1446827594000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,269621,3943636,35.609679,-83.543395,Little River-Goshen Prong,Wars Branch,3115.275879,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446827594000,GRSM,UNR,,4,,,Goshen Prong Trail,Newfound Gap Road North,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1087689600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction,No, ,cert,ATBI Ants
0101000020E6100000AFF71DEEE3EA54C0A29494E48ECD4140,8044,0101000020110F00008D58A0F9E8C361C1BE9616E800335041,7380,>1m <=5m,ATBI DATABASE,,1446827589000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,258125,3943523,35.605916,-83.670158,Little River-Crooked Creek,Thunderhead Prong,2433.167969,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827589000,GRSM,UNR,,5,,,Thunderhead Prong Quiet Walkway,Upper Tremont Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1022889600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,by hand, , ,cert,ATBI
0101000020E610000033334F88A2F554C0B3CD3CA28ACB4140,8030,0101000020110F0000BED0001009CD61C1B2A232ADE5305041,7366,>1m <=5m,ATBI DATABASE,,1446827581000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242863,3942201,35.590161,-83.838041,Abrams Creek Upper,,1783.1875,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827581000,GRSM,UNR,,5,,,Elijah Oliver Cabin Access Trail,Cades Cove Loop Road,Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,973555200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Malaise trap (Townes), , ,cert,ATBI Pilot Study
0101000020E6100000838A4735CEFB54C002587FAC29C04140,8029,0101000020110F0000B21A7AAE46D261C1993A411705255041,7365,>1m <=5m,ATBI DATABASE,,1446827580000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,233831,3932594,35.501265,-83.934457,Chilhowee Lake,Parson Branch,1591.881836,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446827580000,GRSM,UNR,,8,,,Wolf Ridge Trail,Parson Branch Road (closed Winter),Valid,Prenolepis_imparis,Prenolepis  imparis,32556,Winter Ant,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1118361600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Hymenoptera,Aculeata,Apocrita, ,Vespoidea,Formicidae,Formicinae,Lasiini,Winkler extraction, ,day,cert,ATBI Ants
