the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000F6ADC75E9EEE54C0433934D97DBC4140,11780,0101000020110F0000B9BAD49413C761C120B2A0CE30215041,11077,>1m <=5m,ATBI DATABASE,,1446829696000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,252437,3928875,35.472584,-83.728412,Hazel Creek,Hazel Creek,1814.500488,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446829696000,GRSM,UNR,,10,,,Hazel Creek Trail,Lakeview Drive West,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185235200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E610000091252AE9FBD954C09380F8D070DD4140,11793,0101000020110F00003982D92F8DB561C11BB5F9759B435041,11090,>1m <=5m,ATBI DATABASE,,1446829703000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282396,3956671,35.729998,-83.405996,Little Pigeon River Middle,Injun Creek,1430.831787,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446829703000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990316800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000E3BF57AC95D854C0A3006D8512DB4140,11795,0101000020110F0000A5B684EF5CB461C1F3AF003721415041,11092,>1m <=5m,ATBI DATABASE,,1446829705000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284324,3954570,35.711496,-83.384131,Little Pigeon River Middle,Little Pigeon River,1667.56958,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446829705000,GRSM,UNR,,1,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1185494400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,black light trap, ,day,cert,Noctuidae
0101000020E61000001A1BCEBD66E954C0A94B54DCA9D74140,11783,0101000020110F00002D523D3BA5C261C171640495903D5041,11080,>1m <=5m,ATBI DATABASE,,1446829698000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,260469,3952225,35.684864,-83.646892,Little River-Goshen Prong,Sweetwater Branch,1729.801514,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829698000,GRSM,UNR,,1,,,Metcalf Bottoms Trail,Wear Cove Gap Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D3088EAF43EB54C075C5DA5960D54140,11782,0101000020110F00002891E54C3AC461C1F263866C2C3B5041,11079,>1m <=5m,ATBI DATABASE,,1446829697000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,257780,3950314,35.666996,-83.676002,Little River-Goshen Prong,Little River,1559.004272,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829697000,GRSM,UNR,,10,,,Meigs Creek Trail,Lr Pullout Parking @ Mp 7.969,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000FA600FA9C6EB54C0DB8352AC41D04140,11781,0101000020110F0000B81E8489A9C461C183A3D196D2355041,11078,>1m <=5m,ATBI DATABASE,,1446829696000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256935,3945896,35.626997,-83.683996,Little River-Crooked Creek,Middle Prong Little River,1579.035645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829696000,GRSM,UNR,,7,,,West Prong Trail,Upper Tremont Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000650D21BE1EE554C0D4E101A2B6D34140,11786,0101000020110F000010D03A6602BF61C17AFB7A6A6F395041,11083,>1m <=5m,ATBI DATABASE,,1446829699000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266434,3948640,35.654004,-83.579997,Little River-Goshen Prong,Bearwallow Branch,2172.555908,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446829699000,GRSM,UNR,,10,,,Little River Trail,Little River Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,-393120000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,unspecified, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000CA9979B4A9E654C03D8791E986CF4140,11784,0101000020110F0000643D47D751C061C19C3C6E740F355041,11081,>1m <=5m,ATBI DATABASE,,1446829698000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,264155,3945069,35.621298,-83.604104,Little River-Goshen Prong,Jakes Creek,3692.543945,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829698000,GRSM,UNR,,6,,,Jakes Creek Trail,Elkmont Cemetery Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090540800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,black light trap,No, ,cert,Noctuidae
0101000020E6100000498D92B518F454C0335DF6950ECD4140,11779,0101000020110F00004F459E96BACB61C1741A6DE17A325041,11076,>1m <=5m,ATBI DATABASE,,1446829695000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245079,3943452,35.602001,-83.814004,Abrams Creek Upper,Feezell Branch,1828.03894,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829695000,GRSM,UNR,,6,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995673600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000007E5E981C7CF554C08B9BF29F70CA4140,11776,0101000020110F0000842D876EE8CC61C12DCE1A2ABF2F5041,11073,>1m <=5m,ATBI DATABASE,,1446829694000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243048,3941240,35.581555,-83.835696,Abrams Creek Upper,Wildcat Branch,1813.617676,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829694000,GRSM,UNR,,6,,,Lawson Cemetery Access,Forge Creek Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054857600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,unspecified, ,week,cert,ATBI Lepidoptera TWIG
0101000020E61000008F9C91B08BF554C0F46C5B3668CA4140,11775,0101000020110F0000EDE883A9F5CC61C14A382861B62F5041,11072,>1m <=5m,ATBI DATABASE,,1446829693000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242961,3941214,35.581298,-83.836647,Abrams Creek Upper,Wildcat Branch,1815.015625,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829693000,GRSM,UNR,,3,,,Lawson Cemetery Access,Forge Creek Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1054857600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,Malaise trap (Townes),No,day,cert,ATBI Tephritidae
0101000020E6100000A9E2E7CE92F554C0942A385976CA4140,11770,0101000020110F0000C5063AB5FBCC61C154954224C52F5041,11067,>1m <=5m,ATBI DATABASE,,1446829690000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242923,3941263,35.58173,-83.837081,Abrams Creek Upper,Wildcat Branch,1796.669678,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829690000,GRSM,UNR,,3,,,Wet Bottom Trail,Forge Creek Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,994291200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E636F341D5F554C099931F0A49CB4140,11762,0101000020110F0000E33EB62434CD61C112A8DD2BA1305041,11059,>1m <=5m,ATBI DATABASE,,1446829685000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242576,3941987,35.58816,-83.841137,Abrams Creek Upper,,1758.333496,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829685000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000E83F92B04F654C0AAB5E47CE7CB4140,11758,0101000020110F00004D5ED4FC5BCD61C113AA85A746315041,11055,>1m <=5m,ATBI DATABASE,,1446829683000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242332,3942531,35.592995,-83.844,Abrams Creek Upper,Abrams Creek,1709.448364,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446829683000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Pseudeustrotia_carneola,Pseudeustrotia  carneola,33497,Pink-barred Lithacodia Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,997833600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Noctuoidea,Noctuidae,Eustrotiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
