the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000A1C1FCCE1CDA54C036952DE876BE4140,852,0101000020110F0000229D8120A9B561C17DAF75903F235041,255,>1m <=5m,ATBI DATABASE,,1446823604000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,281557,3929828,35.487997,-83.408004,Deep Creek,Indian Creek,2285.814453,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446823604000,GRSM,UNR,,7,,,Indian Creek Trail,Galbraith Creek Rd,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000009E501B77F8DD54C0D1CA5024FED04140,848,0101000020110F00004AFBB2F1EFB861C1BF2EA98597365041,251,>1m <=5m,ATBI DATABASE,,1446823601000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,276490,3946022,35.632749,-83.468286,West Prong Little Pigeon River Upper,Road Prong,3485.030518,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823601000,GRSM,UNR,,6,,,Chimney Tops Trail,Chimney Tops Trailhead Overflow Pullout Parkng,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964310400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000252BBF9FE9DE54C0A3ADDD850CD24140,846,0101000020110F00004B9EA5C2BCB961C135E82612B2375041,249,>1m <=5m,ATBI DATABASE,,1446823600000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,275180,3946971,35.641,-83.483005,West Prong Little Pigeon River Upper,West Prong Little Pigeon River,3139.299316,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823600000,GRSM,UNR,,4,,,Bullhead Trail,Newfound Gap Road North,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,993340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000009D83B16291DD54C004A6DA4E2BD74140,849,0101000020110F000076EE026698B861C131430D420C3D5041,252,>1m <=5m,ATBI DATABASE,,1446823602000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,277194,3951361,35.681002,-83.461995,Roaring Fork,,3155.791016,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823602000,GRSM,UNR,,7,,,Trillium Gap Trail,Roaring Fork Motor Nature Trail,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E610000091252AE9FBD954C09380F8D070DD4140,853,0101000020110F00003982D92F8DB561C11BB5F9759B435041,256,>1m <=5m,ATBI DATABASE,,1446823604000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282396,3956671,35.729998,-83.405996,Little Pigeon River Middle,Injun Creek,1430.831787,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823604000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000004DFB198393D854C0D42ADEEE43DB4140,855,0101000020110F0000CF81A6195BB461C1B2EE2FE654415041,258,>1m <=5m,ATBI DATABASE,,1446823606000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284340,3954737,35.713004,-83.383999,Little Pigeon River Middle,Little Pigeon River,1627.056274,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823606000,GRSM,UNR,,6,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1090195200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000EB42790D64D854C0A324A5528CDA4140,856,0101000020110F00000CBBF7CA32B461C14CF285D994405041,259,>1m <=5m,ATBI DATABASE,,1446823606000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,284587,3954109,35.7074,-83.381103,Little Pigeon River Upper,Middle Prong Little Pigeon River,1687.616699,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446823606000,GRSM,UNR,,6,,,Old Settlers Trail,Ramsey Prong Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964224000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000000FEBC50420EC54C064D8F01A12D24140,834,0101000020110F00008BCADD6DF5C461C182F59DE7B7375041,237,>1m <=5m,ATBI DATABASE,,1446823593000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256484,3947482,35.641171,-83.68945,Little River-Crooked Creek,Middle Prong Little River,1350.207764,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823593000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1122940800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light,No,day,cert,ATBI Lepidoptera TWiG
0101000020E61000006D224FFF2AEF54C05C6DDC9A68D14140,833,0101000020110F0000BC7717048BC761C17639D4C506375041,236,>1m <=5m,ATBI DATABASE,,1446823593000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252162,3947027,35.635998,-83.736995,Little River-Crooked Creek,,1903.117798,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823593000,GRSM,UNR,,7,,,Turkeypen Ridge Trail,Laurel Creek Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,964483200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E61000005AEB98AE18EC54C09E931ABEEBD14140,835,0101000020110F0000FF28BB32EFC461C19A2C58D08F375041,238,>1m <=5m,ATBI DATABASE,,1446823594000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256521,3947351,35.64,-83.689002,Little River-Crooked Creek,Middle Prong Little River,1371.385132,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823594000,GRSM,UNR,,6,,,Lumber Ridge Trail,Tremont Environmental Education Center Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,926812800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000FA600FA9C6EB54C0DB8352AC41D04140,839,0101000020110F0000B81E8489A9C461C183A3D196D2355041,242,>1m <=5m,ATBI DATABASE,,1446823596000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,256935,3945896,35.626997,-83.683996,Little River-Crooked Creek,Middle Prong Little River,1579.035645,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823596000,GRSM,UNR,,7,,,West Prong Trail,Upper Tremont Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1155340800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E61000009998456060E554C0D35CFEB58FD24140,840,0101000020110F0000987B4B243ABF61C1F16A542C3B385041,243,>1m <=5m,ATBI DATABASE,,1446823597000,DERV,GATLINBURG,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,266045,3947651,35.645004,-83.584003,Little River-Goshen Prong,Jakes Creek,2364.489746,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446823597000,GRSM,UNR,,7,,,Jakes Creek Trail,Elkmont Cemetery Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023580800000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000BA3904AAB9F154C0B35ABD2320CD4140,831,0101000020110F0000B44E5406B7C961C1AAD066378D325041,234,>1m <=5m,ATBI DATABASE,,1446823592000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,248438,3943416,35.602536,-83.776953,Abrams Creek Upper,Stillhouse Branch,1898.696411,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823592000,GRSM,UNR,,6,,,Cades Cove Horse Trail,Cades Cove Residence Road A,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,1023408000000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,at light, ,day,cert,ATBI Lepidoptera TWIG
0101000020E6100000498D92B518F454C0335DF6950ECD4140,829,0101000020110F00004F459E96BACB61C1741A6DE17A325041,232,>1m <=5m,ATBI DATABASE,,1446823590000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245079,3943452,35.602001,-83.814004,Abrams Creek Upper,Feezell Branch,1828.03894,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823590000,GRSM,UNR,,6,,,Lawson Cemetery Access,Primitive Baptist Church Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,990403200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000A9E2E7CE92F554C0942A385976CA4140,828,0101000020110F0000C5063AB5FBCC61C154954224C52F5041,231,>1m <=5m,ATBI DATABASE,,1446823590000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242923,3941263,35.58173,-83.837081,Abrams Creek Upper,Wildcat Branch,1796.669678,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823590000,GRSM,UNR,,3,,,Wet Bottom Trail,Forge Creek Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995673600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000E636F341D5F554C099931F0A49CB4140,824,0101000020110F0000E33EB62434CD61C112A8DD2BA1305041,227,>1m <=5m,ATBI DATABASE,,1446823588000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242576,3941987,35.58816,-83.841137,Abrams Creek Upper,,1758.333496,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823588000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,994291200000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,UV light, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000DAEF86BD3BF654C08CD3AF05E1CB4140,823,0101000020110F00005181982E8BCD61C11246C7E63F315041,226,>1m <=5m,ATBI DATABASE,,1446823587000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242024,3942518,35.592798,-83.847392,Abrams Creek Upper,Abrams Creek,1707.362671,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823587000,GRSM,UNR,,6,,,Wet Bottom Trail,Abrams Falls Road,Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,616809600000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,unspecified, , ,cert,ATBI Lepidoptera TWiG
0101000020E6100000D587E9D3CEF754C0A37B066FB0C24140,822,0101000020110F00001EE53886E1CE61C10A0272E5A7275041,225,>1m <=5m,ATBI DATABASE,,1446823587000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,239562,3934617,35.521003,-83.871995,Abrams Creek Lower,,4654.505859,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446823587000,GRSM,UNR,,7,,,Gregory Bald Trail,Parson Branch Road (closed Winter),Valid,Pococera_asperatella,Pococera  asperatella,31885,Maple Webworm Moth,Insect,Ecological Framework: Biological Integrity | Focal Species or Communities | Forest/Woodland Community,995846400000,Animalia, ,Arthropoda,Insecta,Pterygota, , ,Protostomia,Ecdysozoa, ,Lepidoptera, ,Ditrysia, ,Pyraloidea,Pyralidae,Epipaschiinae,~,at light, ,week,cert,ATBI Lepidoptera TWIG
