the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000C17DE067F2F854C0A436616AA7BB4140,189114,0101000020110F0000286B5D29D9CF61C1754C313151205041,188868,>1m <=5m,ATBI DATABASE,,1446925628000,DERV,TAPOCO,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,237769,3928566,35.46604,-83.889791,Lake Cheoah-Little Tennessee River,,1679.457642,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446925628000,GRSM,UNR,,6,,,Twentymile Trail,Twenty Mile Ranger Station Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000C780E73C15E654C056F218C24ABA4140,189139,0101000020110F000069C16FBFD3BF61C1AC12E0A4E51E5041,188890,>1m <=5m,ATBI DATABASE,,1446925639000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264491,3926642,35.4554,-83.595042,Fontana Lake-Tuckasegee River,,1916.026611,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446925639000,GRSM,UNR,,6,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065484800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000EDB22DD01CE654C09306ECA755BA4140,189138,0101000020110F0000C975762EDABF61C1D6E8A901F11E5041,188889,>1m <=5m,ATBI DATABASE,,1446925639000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,264450,3926680,35.455732,-83.595505,Fontana Lake-Tuckasegee River,,1896.024414,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446925639000,GRSM,UNR,,7,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1065484800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E610000035D69EEFEDE254C07D507775F9BA4140,189140,0101000020110F0000DC18261B26BD61C14B29CACC9B1F5041,188891,>1m <=5m,ATBI DATABASE,,1446925640000,DERV,NOLAND CREEK,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,268979,3927117,35.460731,-83.545768,Fontana Lake-Tuckasegee River,,2179.395508,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446925640000,GRSM,UNR,,8,,,Lakeshore Trail,Lakeview Drive East Parking #4,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1051833600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000AF7A025936DF54C0FB0496848DB74140,189141,0101000020110F0000614CFAEBFDB961C113A4A2990A1C5041,188892,>1m <=5m,ATBI DATABASE,,1446925640000,DERV,BRYSON CITY,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,274176,3924017,35.433999,-83.487688,Fontana Lake-Tuckasegee River,Mountain Branch,1693.710693,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446925640000,GRSM,UNR,,2,,,Noland Creek Trail,Lakeview Drive East,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1375056000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed,No,day,cert,ATBI
0101000020E61000006F319AF0E6C754C0F4FDC9294BE14140,189142,0101000020110F0000C12CE9CC31A661C1F6EB2B98A3475041,188893,>1m <=5m,ATBI DATABASE,,1446925641000,DERV,WATERVILLE,Great Smoky Mountains National Park,>1m <=5m,Haywood,North Carolina,308025,3959420,35.760099,-83.123467,Big Creek,,2212.136719,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446925641000,GRSM,UNR,,6,,,Chestnut Branch Trail,Big Creek Entrance Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,970099200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000E6BC064A58F354C0D74C8351B2CD4140,189129,0101000020110F00005560782A17CB61C15ECA89E925335041,188882,>1m <=5m,ATBI DATABASE,,1446925635000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246159,3943976,35.606997,-83.80226,Abrams Creek Upper,,1807.006226,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925635000,GRSM,UNR,,7,,,John Oliver Cabin access ,Cades Cove Loop Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,899337600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000C12C73A18FF354C05A9F770510CE4140,189128,0101000020110F0000D215DE2A46CB61C1832816CC87335041,188881,>1m <=5m,ATBI DATABASE,,1446925635000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245862,3944302,35.609857,-83.805637,Abrams Creek Upper,Feezell Branch,1967.669189,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925635000,GRSM,UNR,,7,,,Rich Mountain Loop Trail,Cades Cove Loop Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901497600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000001A77A1BEC7F454C0D3415B3110CE4140,189126,0101000020110F0000422BF73E4FCC61C16E74EFF987335041,188879,>1m <=5m,ATBI DATABASE,,1446925634000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,244136,3944352,35.609862,-83.824687,Abrams Creek Upper,,1825.94873,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925634000,GRSM,UNR,,6,,,Indian Grave Gap Trail,Rich Mountain Road (closed Winter),Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,870825600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000898FA15975F554C045319EED43CD4140,189124,0101000020110F0000AD706BB0E2CC61C152258A99B2325041,188877,>1m <=5m,ATBI DATABASE,,1446925633000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,243156,3943688,35.603629,-83.835283,Abrams Creek Upper,Tater Branch,1848.436523,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925633000,GRSM,UNR,,7,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000008F449585A2F354C0871054F088CB4140,189127,0101000020110F0000156B323656CB61C1F7D306E8E3305041,188880,>1m <=5m,ATBI DATABASE,,1446925634000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245695,3942114,35.59011,-83.80679,Abrams Creek Upper,Oliver Branch,1859.68335,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925634000,GRSM,UNR,,6,,,Lawson Cemetery Access,Cades Cove Loop Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C518683C06F154C065A0A17510C84140,189130,0101000020110F0000C167E6A21EC961C15FFDAD24442D5041,188883,>1m <=5m,ATBI DATABASE,,1446925636000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249307,3939001,35.562995,-83.766001,Abrams Creek Upper,Russell Field Branch,4338.294922,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925636000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Loop Road,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-1262304000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000007D20DAA304FE54C03A1A1D16FEC14140,189112,0101000020110F000081CA9AC027D461C168EE76CCED265041,188866,>1m <=5m,ATBI DATABASE,,1446925627000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,230742,3934274,35.51556,-83.969029,Chilhowee Lake,,1240.640015,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925627000,GRSM,UNR,,7,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E6100000358BD17F9EFE54C0B6BE51FDD3C24140,189106,0101000020110F00000924D16CAAD461C129E1ACFFCC275041,188861,>1m <=5m,ATBI DATABASE,,1446925624000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229912,3935024,35.522088,-83.97842,Chilhowee Lake,Tabcat Creek,1317.749756,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925624000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034121600000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, , ,cert,INHS plant survey
0101000020E6100000A1766A549EFE54C0720AAE96D4C24140,189107,0101000020110F0000287FF447AAD461C16038B59FCD275041,188862,>1m <=5m,ATBI DATABASE,,1446925624000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229913,3935026,35.522106,-83.978409,Chilhowee Lake,Tabcat Creek,1317.749756,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925624000,GRSM,UNR,,10,,,Hannah Mountain Trail,Parson Branch Road (closed Winter),Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
0101000020E610000018BFA04DFAFE54C0A4E172CEA5C24140,189099,0101000020110F0000CB3AE964F8D461C1EC808DCE9C275041,188854,>1m <=5m,ATBI DATABASE,,1446925619000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229399,3934883,35.520678,-83.984023,Chilhowee Lake,Tabcat Creek,1162.973389,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925619000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000007E486F80E5FE54C0639897ECADC24140,189100,0101000020110F0000340839BAE6D461C1E5791247A5275041,188855,>1m <=5m,ATBI DATABASE,,1446925620000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229515,3934907,35.520926,-83.982753,Chilhowee Lake,Tabcat Creek,1095.79248,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925620000,GRSM,UNR,,4,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1152316800000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed,No,day,cert,ATBI
0101000020E6100000315FD32098FE54C0B6CF2755CFC34140,189109,0101000020110F0000C13C9D03A5D461C1DD8C084AD3285041,188864,>1m <=5m,ATBI DATABASE,,1446925625000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,229973,3935874,35.529758,-83.978031,Chilhowee Lake,Shop Creek,1162.979736,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925625000,GRSM,UNR,,7,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1026864000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000000181A1B669FF54C054D0213BF2C54140,189098,0101000020110F0000F0CDCE0357D561C13DD535180E2B5041,188853,>1m <=5m,ATBI DATABASE,,1446925618000,DERV,CALDERWOOD,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,228869,3937761,35.546448,-83.990823,Chilhowee Lake,Little Tennessee River,1056.747803,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446925618000,GRSM,UNR,,6,,,Hannah Mountain Trail,Foothills Parkway Section 8h,Valid,Hypericum_hypericoides,Hypericum  hypericoides,20318,St. Johnswort,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1118016000000,Plantae,Tracheobionta, , ,Magnoliopsida,Dilleniidae,Spermatophyta,Magnoliophyta, , ,Theales, , , , ,Clusiaceae, ,~,observed, ,day,cert,TVA Powerline Plants
