the_geom,cartodb_id,the_geom_webmercator,objectid,verror,mapsource,sourcedate,editdate,mapmethod,quadname,unitname,herror,county,state,x_coord,y_coord,lat,lon,watershed,streamname,elevation,year,notes,coord_units,coord_system,datum,utm_zone,managementzone,parkdistrict,editby,createby,createdate,unitcode,restriction,veg_class,landform,loc_name,loc_id,trail,road,valid_result,genus_speciesmaxent,genus_speciesirma,grsm_speciesid,commonname,taxagroup,subjectcategory,dateretrieved,kingdom,subkingdom,phylum,subphylum,class,subclass,superdivision,division,subdivision,superorder,ordername,series,suborder,infraorder,superfamily,family,subfamily,tribe,collectionmethod,specimentype,dateprecision,identificationprecision,project
0101000020E6100000B393700AF3ED54C02A377259DCBB4140,56943,0101000020110F0000B4EF3A1282C661C1A611166488205041,56412,>1m <=5m,ATBI DATABASE,,1446854900000,DERV,TUSKEEGEE,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,253371,3928302,35.467655,-83.717955,Hazel Creek,Laurel Branch,1955.692139,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854900000,GRSM,UNR,,5,,,Lakeshore Trail,Lakeview Drive West,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1096934400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E6100000E27065D79DDF54C08CBFCB1EFEC44140,56955,0101000020110F00004327ABD155BA61C1DD28564C0F2A5041,56422,>1m <=5m,ATBI DATABASE,,1446854905000,DERV,CLINGMANS DOME,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,273897,3935680,35.538998,-83.494005,Noland Creek,Keeyuga Creek,5757.082031,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854905000,GRSM,UNR,,6,,,Forney Ridge Trail,Clingmans Dome Road Parking #3,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E610000049507D99A8D954C0E6FCD48553DF4140,56957,0101000020110F00009E9A3F6E46B561C10509A88694455041,56425,>1m <=5m,ATBI DATABASE,,1446854907000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,282896,3958294,35.74473,-83.400911,Little Pigeon River Middle,,1622.650635,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854907000,GRSM,UNR,,7,,,Old Settlers Trail,Greenbrier Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901843200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000002585EC2E83DA54C06A7B0F2547DE4140,56956,0101000020110F00006342EA1200B661C14BB691B47B445041,56424,>1m <=5m,ATBI DATABASE,,1446854906000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,281667,3957415,35.736539,-83.414253,Little Pigeon River Middle,Little Pigeon River,1366.62085,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854906000,GRSM,UNR,,6,,,Duds Branch Concession Horse Trail,Greenbrier Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901238400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000FD1ED11174D954C0321E3876AFDC4140,56958,0101000020110F000002C822D119B561C1BC232E2DD1425041,56426,>1m <=5m,ATBI DATABASE,,1446854907000,DERV,MOUNT LE CONTE,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,283130,3955998,35.724098,-83.397705,Little Pigeon River Middle,Little Pigeon River,1480.092163,,,dd,GCS,NAD83,17,,Cosby District,TPCOLSON,TPCOLSON,1446854907000,GRSM,UNR,,10,,,Old Settlers Trail,Greenbrier Unpaved Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,901238400000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000D69CBEC9EFEF54C00CE838D0A6D14140,56940,0101000020110F00000143832632C861C1839EE1C747375041,56409,>1m <=5m,ATBI DATABASE,,1446854898000,DERV,WEAR COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,251080,3947268,35.637896,-83.749006,Little River-Crooked Creek,,1875.316162,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854898000,GRSM,UNR,,6,,,Scott Mountain Trail,Laurel Creek Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1034035200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,by hand, , ,cert,INHS plant survey
0101000020E61000008BBE99D018E454C00A9835BB72C84140,56954,0101000020110F00003199A5F123BE61C1CC12A3BEAA2D5041,56421,>1m <=5m,ATBI DATABASE,,1446854904000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Sevier,Tennessee,267627,3938838,35.565994,-83.564011,Little River-Goshen Prong,Jonas Creek,5422.496582,,,dd,GCS,NAD83,17,,Little River District,TPCOLSON,TPCOLSON,1446854904000,GRSM,UNR,,4,,,Appalachian Trail,Clingmans Dome Road Parking #3,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-631152000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000007F10784924E554C0C53C761AE0C44140,56953,0101000020110F000008F1AC1B07BF61C19A0A0CF8EF295041,56420,>1m <=5m,ATBI DATABASE,,1446854904000,DERV,SILERS BALD,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,266066,3935780,35.538082,-83.580336,Forney Creek,Scarlet Ridge Creek,4593.333008,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854904000,GRSM,UNR,,7,,,Welch Ridge Trail,Clingmans Dome Road Parking #3,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,1149552000000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed,No,day,prob.,ATBI
0101000020E6100000937CBAF4CEEF54C04427F8648DC74140,56939,0101000020110F0000DD41214416C861C18E3C4D4FBB2C5041,56408,>1m <=5m,ATBI DATABASE,,1446854897000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Swain,North Carolina,251017,3938509,35.558996,-83.747002,Eagle Creek,,4956.655762,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854897000,GRSM,UNR,,6,,,Appalachian Trail,Laurel Creek Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000B1902317A8EE54C0ADB1D62031C84140,56942,0101000020110F000021EB31D61BC761C1AC5A3D40662D5041,56411,>1m <=5m,ATBI DATABASE,,1446854899000,DERV,THUNDERHEAD MOUNTAIN,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,252664,3939018,35.563992,-83.729005,Eagle Creek,Anthony Creek,4935.576172,,,dd,GCS,NAD83,17,,Deep Creek District,TPCOLSON,TPCOLSON,1446854899000,GRSM,UNR,,7,,,Appalachian Trail,Laurel Creek Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,-315619200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E61000002673155355F654C027316AF9ECCE4140,56924,0101000020110F000031E322E9A0CD61C184860EA06E345041,56395,>1m <=5m,ATBI DATABASE,,1446854890000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,241959,3945163,35.6166,-83.848954,Abrams Creek Lower,,2249.898926,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854890000,GRSM,UNR,,4,,,Cooper Road Trail,Cades Cove Loop Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E61000005970350132F654C03CF3382D34CC4140,56925,0101000020110F00006874DEE982CD61C1149665C096315041,56396,>1m <=5m,ATBI DATABASE,,1446854891000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,242086,3942798,35.595335,-83.846798,Abrams Creek Upper,,1719.81543,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854891000,GRSM,UNR,,6,,,Wet Bottom Trail,Cades Cove Loop Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,283996800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C518683C06F154C065A0A17510C84140,56938,0101000020110F0000C167E6A21EC961C15FFDAD24442D5041,56407,>1m <=5m,ATBI DATABASE,,1446854897000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,249307,3939001,35.562995,-83.766001,Abrams Creek Upper,Russell Field Branch,4338.294922,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854897000,GRSM,UNR,,4,,,Russell Field Trail,Cades Cove Loop Road,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,0,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,unspecified,No,decade,cert,GRSMNP Grassy Balds
0101000020E6100000553C087646F354C099C67D4B03C64140,56937,0101000020110F0000FEBF440608CB61C16D3A04E81F2B5041,56406,>1m <=5m,ATBI DATABASE,,1446854896000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,246068,3937313,35.546969,-83.801171,Abrams Creek Upper,Lonesome Branch,4073.23584,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854896000,GRSM,UNR,,6,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E61000007D2C2EA28EF354C0E9E311446CC54140,56927,0101000020110F00007A28115245CB61C159BE2A43822A5041,56398,>1m <=5m,ATBI DATABASE,,1446854892000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245654,3936813,35.54236,-83.805577,Abrams Creek Upper,,3968.437744,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854892000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,378691200000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000D59CF6738EF354C036CB39466CC54140,56928,0101000020110F0000099CD02A45CB61C1AECD6A45822A5041,56399,>1m <=5m,ATBI DATABASE,,1446854893000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245655,3936813,35.54236,-83.805566,Abrams Creek Upper,,3968.437744,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854893000,GRSM,UNR,,8,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
0101000020E6100000C9036B7E97F354C0FB6795BF19C54140,56926,0101000020110F000024637BD84CCB61C192996C222C2A5041,56397,>1m <=5m,ATBI DATABASE,,1446854892000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245597,3936535,35.539841,-83.806117,Abrams Creek Upper,,3811.82666,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854892000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,874972800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,day,cert,Fridley Veg Plots
0101000020E6100000E2860D8662F354C04800D91956C54140,56933,0101000020110F000057D9A8DB1FCB61C138049D206B2A5041,56403,>1m <=5m,ATBI DATABASE,,1446854895000,DERV,CADES COVE,Great Smoky Mountains National Park,>1m <=5m,Blount,Tennessee,245896,3936731,35.541683,-83.802884,Abrams Creek Upper,Ekaneetlee Creek,4179.033691,,,dd,GCS,NAD83,17,,Cades Cove District,TPCOLSON,TPCOLSON,1446854895000,GRSM,UNR,,7,,,Appalachian Trail,Forge Creek Parking @ End,Valid,Symphyotrichum_undulatum,Symphyotrichum  undulatum,39094,Wavy-leaf American-aster,Plant,Ecological Framework: Biological Integrity | Focal Species or Communities | Vegetation Complexs,252460800000,Plantae,Tracheobionta, , ,Magnoliopsida,Asteridae,Spermatophyta,Magnoliophyta, , ,Asterales, , , , ,Asteraceae, ,~,observed, ,year,cert,Fridley Veg Plots
